experiment_id,customer_id,campaign_type,experiment_date,eligible,treatment_group,campaign_exposed,baseline_30d_purchase_probability,synthetic_incremental_lift_assumption,purchase_7d,revenue_7d,purchase_14d,revenue_14d,purchase_30d,revenue_30d,synthetic_campaign_cost
EXP_LOYALTY,C0251,Loyalty,2026-08-01,1,control,0,0.3782,0.0461,0,0.0,1,1261.9,1,2210.22,0.0
EXP_NEW_PRODUCT,C0251,New Product,2026-08-01,1,control,0,0.3782,0.0545,0,0.0,0,0.0,1,1009.72,0.0
EXP_WIN-BACK,C0251,Win-back,2026-08-01,1,treatment,1,0.3782,0.0628,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0252,Birthday,2026-08-01,1,treatment,1,0.4648,0.0218,1,263.45,1,482.58,1,719.13,20.25
EXP_DISCOUNT,C0252,Discount,2026-08-01,1,treatment,1,0.4648,0.0305,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0252,Festival,2026-08-01,1,control,0,0.4648,0.0392,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0252,Loyalty,2026-08-01,1,control,0,0.4648,0.0479,0,0.0,1,355.55,1,751.97,0.0
EXP_NEW_PRODUCT,C0252,New Product,2026-08-01,1,control,0,0.4648,0.0566,0,0.0,1,758.02,1,1197.15,0.0
EXP_WIN-BACK,C0252,Win-back,2026-08-01,1,treatment,1,0.4648,0.0653,0,0.0,0,0.0,1,938.17,31.0
EXP_BIRTHDAY,C0253,Birthday,2026-08-01,1,control,0,0.5493,0.0226,1,576.41,1,1003.91,1,1546.8,0.0
EXP_DISCOUNT,C0253,Discount,2026-08-01,1,control,0,0.5493,0.0316,0,0.0,1,792.23,1,1029.29,0.0
EXP_FESTIVAL,C0253,Festival,2026-08-01,1,treatment,1,0.5493,0.0406,0,0.0,0,0.0,1,2572.76,29.0
EXP_LOYALTY,C0253,Loyalty,2026-08-01,1,treatment,1,0.5493,0.0497,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0253,New Product,2026-08-01,1,treatment,1,0.5493,0.0587,0,0.0,0,0.0,1,2104.31,23.0
EXP_WIN-BACK,C0253,Win-back,2026-08-01,1,control,0,0.5493,0.0677,0,0.0,1,1317.4,1,2191.26,0.0
EXP_BIRTHDAY,C0254,Birthday,2026-08-01,1,control,0,0.5189,0.0223,1,339.01,1,416.89,1,499.06,0.0
EXP_DISCOUNT,C0254,Discount,2026-08-01,1,control,0,0.5189,0.0312,0,0.0,0,0.0,1,1647.38,0.0
EXP_FESTIVAL,C0254,Festival,2026-08-01,1,control,0,0.5189,0.0401,1,189.23,1,398.9,1,778.23,0.0
EXP_LOYALTY,C0254,Loyalty,2026-08-01,1,treatment,1,0.5189,0.049,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0254,New Product,2026-08-01,1,control,0,0.5189,0.058,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0254,Win-back,2026-08-01,1,control,0,0.5189,0.0669,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0255,Birthday,2026-08-01,1,control,0,0.3438,0.0206,0,0.0,1,600.02,1,1170.63,0.0
EXP_DISCOUNT,C0255,Discount,2026-08-01,1,control,0,0.3438,0.0289,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0255,Festival,2026-08-01,1,control,0,0.3438,0.0371,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0255,Loyalty,2026-08-01,1,control,0,0.3438,0.0454,0,0.0,0,0.0,1,1428.89,0.0
EXP_NEW_PRODUCT,C0255,New Product,2026-08-01,1,treatment,1,0.3438,0.0536,0,0.0,1,652.12,1,1031.19,23.0
EXP_WIN-BACK,C0255,Win-back,2026-08-01,1,treatment,1,0.3438,0.0619,0,0.0,0,0.0,1,644.22,31.0
EXP_BIRTHDAY,C0256,Birthday,2026-08-01,1,treatment,1,0.5039,0.0222,0,0.0,1,601.12,1,789.18,20.25
EXP_DISCOUNT,C0256,Discount,2026-08-01,1,control,0,0.5039,0.031,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0256,Festival,2026-08-01,1,treatment,1,0.5039,0.0399,1,280.59,1,450.57,1,692.28,29.0
EXP_LOYALTY,C0256,Loyalty,2026-08-01,1,control,0,0.5039,0.0487,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0256,New Product,2026-08-01,1,treatment,1,0.5039,0.0576,1,377.4,1,488.06,1,719.65,23.0
EXP_WIN-BACK,C0256,Win-back,2026-08-01,1,control,0,0.5039,0.0665,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0257,Birthday,2026-08-01,1,treatment,1,0.7721,0.0243,1,1845.54,1,2862.69,1,3587.29,20.25
EXP_DISCOUNT,C0257,Discount,2026-08-01,1,treatment,1,0.7721,0.034,1,532.75,1,1170.53,1,2489.75,23.25
EXP_FESTIVAL,C0257,Festival,2026-08-01,1,treatment,1,0.7721,0.0437,0,0.0,0,0.0,1,815.61,29.0
EXP_LOYALTY,C0257,Loyalty,2026-08-01,1,treatment,1,0.7721,0.0534,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0257,New Product,2026-08-01,1,treatment,1,0.7721,0.0631,0,0.0,1,657.25,1,853.4,23.0
EXP_WIN-BACK,C0257,Win-back,2026-08-01,1,treatment,1,0.7721,0.0728,1,575.45,1,1158.8,1,2431.69,31.0
EXP_BIRTHDAY,C0258,Birthday,2026-08-01,1,control,0,0.511,0.0222,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0258,Discount,2026-08-01,1,control,0,0.511,0.0311,1,379.11,1,749.46,1,1062.56,0.0
EXP_FESTIVAL,C0258,Festival,2026-08-01,1,control,0,0.511,0.04,0,0.0,0,0.0,1,729.41,0.0
EXP_LOYALTY,C0258,Loyalty,2026-08-01,1,control,0,0.511,0.0489,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0258,New Product,2026-08-01,1,treatment,1,0.511,0.0578,0,0.0,1,467.97,1,844.0,23.0
EXP_WIN-BACK,C0258,Win-back,2026-08-01,1,control,0,0.511,0.0667,0,0.0,1,681.68,1,857.18,0.0
EXP_BIRTHDAY,C0259,Birthday,2026-08-01,1,treatment,1,0.4603,0.0217,1,289.57,1,607.66,1,1035.75,20.25
EXP_DISCOUNT,C0259,Discount,2026-08-01,1,treatment,1,0.4603,0.0304,1,511.97,1,906.15,1,1824.5,23.25
EXP_FESTIVAL,C0259,Festival,2026-08-01,1,control,0,0.4603,0.0391,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0259,Loyalty,2026-08-01,1,treatment,1,0.4603,0.0478,1,554.12,1,1058.95,1,2012.41,16.0
EXP_NEW_PRODUCT,C0259,New Product,2026-08-01,1,treatment,1,0.4603,0.0565,1,1347.48,1,1939.29,1,2746.61,23.0
EXP_WIN-BACK,C0259,Win-back,2026-08-01,1,control,0,0.4603,0.0652,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0260,Birthday,2026-08-01,1,treatment,1,0.4931,0.022,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0260,Discount,2026-08-01,1,control,0,0.4931,0.0309,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0260,Festival,2026-08-01,1,control,0,0.4931,0.0397,1,273.4,1,433.62,1,887.09,0.0
EXP_LOYALTY,C0260,Loyalty,2026-08-01,1,treatment,1,0.4931,0.0485,0,0.0,0,0.0,1,1169.91,16.0
EXP_NEW_PRODUCT,C0260,New Product,2026-08-01,1,treatment,1,0.4931,0.0573,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0260,Win-back,2026-08-01,1,control,0,0.4931,0.0661,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0261,Birthday,2026-08-01,1,control,0,0.5203,0.0223,1,1312.29,1,2116.93,1,2513.0,0.0
EXP_DISCOUNT,C0261,Discount,2026-08-01,1,treatment,1,0.5203,0.0312,0,0.0,0,0.0,1,2228.59,23.25
EXP_FESTIVAL,C0261,Festival,2026-08-01,1,treatment,1,0.5203,0.0402,0,0.0,1,1109.36,1,1432.26,29.0
EXP_LOYALTY,C0261,Loyalty,2026-08-01,1,control,0,0.5203,0.0491,0,0.0,0,0.0,1,1854.31,0.0
EXP_NEW_PRODUCT,C0261,New Product,2026-08-01,1,control,0,0.5203,0.058,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0261,Win-back,2026-08-01,1,control,0,0.5203,0.0669,1,432.18,1,701.32,1,1499.64,0.0
EXP_BIRTHDAY,C0262,Birthday,2026-08-01,1,control,0,0.4332,0.0215,0,0.0,0,0.0,1,1203.66,0.0
EXP_DISCOUNT,C0262,Discount,2026-08-01,1,treatment,1,0.4332,0.0301,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0262,Festival,2026-08-01,1,treatment,1,0.4332,0.0386,0,0.0,1,954.36,1,2063.23,29.0
EXP_LOYALTY,C0262,Loyalty,2026-08-01,1,control,0,0.4332,0.0472,0,0.0,1,863.96,1,1573.49,0.0
EXP_NEW_PRODUCT,C0262,New Product,2026-08-01,1,treatment,1,0.4332,0.0558,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0262,Win-back,2026-08-01,1,control,0,0.4332,0.0644,0,0.0,1,466.61,1,690.23,0.0
EXP_BIRTHDAY,C0263,Birthday,2026-08-01,1,treatment,1,0.4515,0.0216,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0263,Discount,2026-08-01,1,treatment,1,0.4515,0.0303,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0263,Festival,2026-08-01,1,treatment,1,0.4515,0.039,0,0.0,0,0.0,1,587.56,29.0
EXP_LOYALTY,C0263,Loyalty,2026-08-01,1,control,0,0.4515,0.0476,1,378.74,1,527.87,1,853.75,0.0
EXP_NEW_PRODUCT,C0263,New Product,2026-08-01,1,control,0,0.4515,0.0563,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0263,Win-back,2026-08-01,1,control,0,0.4515,0.0649,1,315.17,1,647.88,1,1253.61,0.0
EXP_BIRTHDAY,C0264,Birthday,2026-08-01,1,control,0,0.6132,0.0231,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0264,Discount,2026-08-01,1,control,0,0.6132,0.0324,0,0.0,1,417.13,1,703.65,0.0
EXP_FESTIVAL,C0264,Festival,2026-08-01,1,control,0,0.6132,0.0417,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0264,Loyalty,2026-08-01,1,control,0,0.6132,0.0509,0,0.0,1,404.5,1,800.41,0.0
EXP_NEW_PRODUCT,C0264,New Product,2026-08-01,1,treatment,1,0.6132,0.0602,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0264,Win-back,2026-08-01,1,treatment,1,0.6132,0.0694,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0265,Birthday,2026-08-01,1,treatment,1,0.3724,0.0209,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0265,Discount,2026-08-01,1,treatment,1,0.3724,0.0293,0,0.0,1,665.18,1,1445.02,23.25
EXP_FESTIVAL,C0265,Festival,2026-08-01,1,treatment,1,0.3724,0.0376,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0265,Loyalty,2026-08-01,1,treatment,1,0.3724,0.046,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0265,New Product,2026-08-01,1,control,0,0.3724,0.0543,0,0.0,1,494.3,1,1019.9,0.0
EXP_WIN-BACK,C0265,Win-back,2026-08-01,1,control,0,0.3724,0.0627,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0266,Birthday,2026-08-01,1,control,0,0.3725,0.0209,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0266,Discount,2026-08-01,1,treatment,1,0.3725,0.0293,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0266,Festival,2026-08-01,1,control,0,0.3725,0.0376,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0266,Loyalty,2026-08-01,1,control,0,0.3725,0.046,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0266,New Product,2026-08-01,1,treatment,1,0.3725,0.0543,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0266,Win-back,2026-08-01,1,control,0,0.3725,0.0627,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0267,Birthday,2026-08-01,1,treatment,1,0.5081,0.0222,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0267,Discount,2026-08-01,1,treatment,1,0.5081,0.0311,0,0.0,1,414.84,1,854.37,23.25
EXP_FESTIVAL,C0267,Festival,2026-08-01,1,control,0,0.5081,0.0399,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0267,Loyalty,2026-08-01,1,treatment,1,0.5081,0.0488,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0267,New Product,2026-08-01,1,treatment,1,0.5081,0.0577,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0267,Win-back,2026-08-01,1,control,0,0.5081,0.0666,0,0.0,0,0.0,1,988.48,0.0
EXP_BIRTHDAY,C0268,Birthday,2026-08-01,1,control,0,0.5029,0.0221,0,0.0,1,714.18,1,897.1,0.0
EXP_DISCOUNT,C0268,Discount,2026-08-01,1,treatment,1,0.5029,0.031,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0268,Festival,2026-08-01,1,treatment,1,0.5029,0.0399,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0268,Loyalty,2026-08-01,1,control,0,0.5029,0.0487,1,586.72,1,897.56,1,1077.44,0.0
EXP_NEW_PRODUCT,C0268,New Product,2026-08-01,1,treatment,1,0.5029,0.0576,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0268,Win-back,2026-08-01,1,treatment,1,0.5029,0.0664,1,457.79,1,572.8,1,778.76,31.0
EXP_BIRTHDAY,C0269,Birthday,2026-08-01,1,control,0,0.6349,0.0233,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0269,Discount,2026-08-01,1,treatment,1,0.6349,0.0327,0,0.0,0,0.0,1,1019.47,23.25
EXP_FESTIVAL,C0269,Festival,2026-08-01,1,treatment,1,0.6349,0.042,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0269,Loyalty,2026-08-01,1,control,0,0.6349,0.0513,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0269,New Product,2026-08-01,1,control,0,0.6349,0.0606,1,551.67,1,863.58,1,1322.11,0.0
EXP_WIN-BACK,C0269,Win-back,2026-08-01,1,treatment,1,0.6349,0.07,0,0.0,1,527.71,1,889.0,31.0
EXP_BIRTHDAY,C0270,Birthday,2026-08-01,1,treatment,1,0.2586,0.0199,0,0.0,0,0.0,1,702.44,20.25
EXP_DISCOUNT,C0270,Discount,2026-08-01,1,treatment,1,0.2586,0.0279,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0270,Festival,2026-08-01,1,control,0,0.2586,0.0359,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0270,Loyalty,2026-08-01,1,treatment,1,0.2586,0.0438,0,0.0,1,816.3,1,1114.71,16.0
EXP_NEW_PRODUCT,C0270,New Product,2026-08-01,1,control,0,0.2586,0.0518,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0270,Win-back,2026-08-01,1,control,0,0.2586,0.0598,0,0.0,1,615.38,1,732.16,0.0
EXP_BIRTHDAY,C0271,Birthday,2026-08-01,1,treatment,1,0.4563,0.0217,0,0.0,1,741.16,1,1073.45,20.25
EXP_DISCOUNT,C0271,Discount,2026-08-01,1,control,0,0.4563,0.0304,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0271,Festival,2026-08-01,1,treatment,1,0.4563,0.039,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0271,Loyalty,2026-08-01,1,control,0,0.4563,0.0477,1,385.29,1,729.9,1,1106.16,0.0
EXP_NEW_PRODUCT,C0271,New Product,2026-08-01,1,control,0,0.4563,0.0564,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0271,Win-back,2026-08-01,1,treatment,1,0.4563,0.0651,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0272,Birthday,2026-08-01,1,treatment,1,0.357,0.0208,0,0.0,1,912.15,1,1374.31,20.25
EXP_DISCOUNT,C0272,Discount,2026-08-01,1,treatment,1,0.357,0.0291,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0272,Festival,2026-08-01,1,treatment,1,0.357,0.0374,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0272,Loyalty,2026-08-01,1,control,0,0.357,0.0457,0,0.0,0,0.0,1,755.6,0.0
EXP_NEW_PRODUCT,C0272,New Product,2026-08-01,1,treatment,1,0.357,0.054,1,340.32,1,674.45,1,1059.32,23.0
EXP_WIN-BACK,C0272,Win-back,2026-08-01,1,treatment,1,0.357,0.0623,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0273,Birthday,2026-08-01,1,treatment,1,0.5332,0.0224,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0273,Discount,2026-08-01,1,control,0,0.5332,0.0314,0,0.0,1,1413.59,1,2078.79,0.0
EXP_FESTIVAL,C0273,Festival,2026-08-01,1,treatment,1,0.5332,0.0404,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0273,Loyalty,2026-08-01,1,control,0,0.5332,0.0493,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0273,New Product,2026-08-01,1,treatment,1,0.5332,0.0583,0,0.0,1,486.36,1,644.83,23.0
EXP_WIN-BACK,C0273,Win-back,2026-08-01,1,treatment,1,0.5332,0.0673,0,0.0,1,577.13,1,770.85,31.0
EXP_BIRTHDAY,C0274,Birthday,2026-08-01,1,treatment,1,0.3928,0.0211,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0274,Discount,2026-08-01,1,control,0,0.3928,0.0295,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0274,Festival,2026-08-01,1,treatment,1,0.3928,0.038,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0274,Loyalty,2026-08-01,1,control,0,0.3928,0.0464,0,0.0,0,0.0,1,1584.8,0.0
EXP_NEW_PRODUCT,C0274,New Product,2026-08-01,1,control,0,0.3928,0.0548,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0274,Win-back,2026-08-01,1,control,0,0.3928,0.0633,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0275,Birthday,2026-08-01,1,control,0,0.4912,0.022,1,543.56,1,990.58,1,1599.12,0.0
EXP_DISCOUNT,C0275,Discount,2026-08-01,1,treatment,1,0.4912,0.0308,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0275,Festival,2026-08-01,1,treatment,1,0.4912,0.0397,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0275,Loyalty,2026-08-01,1,control,0,0.4912,0.0485,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0275,New Product,2026-08-01,1,control,0,0.4912,0.0573,0,0.0,1,2460.24,1,4437.65,0.0
EXP_WIN-BACK,C0275,Win-back,2026-08-01,1,control,0,0.4912,0.0661,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0276,Birthday,2026-08-01,1,treatment,1,0.5139,0.0222,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0276,Discount,2026-08-01,1,treatment,1,0.5139,0.0311,0,0.0,1,376.47,1,461.39,23.25
EXP_FESTIVAL,C0276,Festival,2026-08-01,1,treatment,1,0.5139,0.04,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0276,Loyalty,2026-08-01,1,control,0,0.5139,0.0489,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0276,New Product,2026-08-01,1,treatment,1,0.5139,0.0578,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0276,Win-back,2026-08-01,1,treatment,1,0.5139,0.0667,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0277,Birthday,2026-08-01,1,control,0,0.3278,0.0205,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0277,Discount,2026-08-01,1,treatment,1,0.3278,0.0287,0,0.0,1,708.76,1,954.36,23.25
EXP_FESTIVAL,C0277,Festival,2026-08-01,1,control,0,0.3278,0.0369,1,583.58,1,1247.55,1,1981.91,0.0
EXP_LOYALTY,C0277,Loyalty,2026-08-01,1,treatment,1,0.3278,0.0451,0,0.0,1,803.8,1,1226.86,16.0
EXP_NEW_PRODUCT,C0277,New Product,2026-08-01,1,treatment,1,0.3278,0.0533,0,0.0,0,0.0,1,902.05,23.0
EXP_WIN-BACK,C0277,Win-back,2026-08-01,1,treatment,1,0.3278,0.0615,1,548.47,1,734.08,1,1125.43,31.0
EXP_BIRTHDAY,C0278,Birthday,2026-08-01,1,control,0,0.3174,0.0204,0,0.0,0,0.0,1,1115.4,0.0
EXP_DISCOUNT,C0278,Discount,2026-08-01,1,control,0,0.3174,0.0286,0,0.0,0,0.0,1,1441.19,0.0
EXP_FESTIVAL,C0278,Festival,2026-08-01,1,control,0,0.3174,0.0367,0,0.0,1,833.54,1,1383.71,0.0
EXP_LOYALTY,C0278,Loyalty,2026-08-01,1,control,0,0.3174,0.0449,0,0.0,1,603.74,1,1021.39,0.0
EXP_NEW_PRODUCT,C0278,New Product,2026-08-01,1,treatment,1,0.3174,0.053,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0278,Win-back,2026-08-01,1,treatment,1,0.3174,0.0612,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0279,Birthday,2026-08-01,1,control,0,0.2678,0.02,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0279,Discount,2026-08-01,1,control,0,0.2678,0.028,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0279,Festival,2026-08-01,1,control,0,0.2678,0.036,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0279,Loyalty,2026-08-01,1,control,0,0.2678,0.044,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0279,New Product,2026-08-01,1,treatment,1,0.2678,0.052,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0279,Win-back,2026-08-01,1,treatment,1,0.2678,0.06,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0280,Birthday,2026-08-01,1,control,0,0.4624,0.0218,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0280,Discount,2026-08-01,1,control,0,0.4624,0.0305,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0280,Festival,2026-08-01,1,control,0,0.4624,0.0392,0,0.0,1,815.85,1,975.09,0.0
EXP_LOYALTY,C0280,Loyalty,2026-08-01,1,control,0,0.4624,0.0479,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0280,New Product,2026-08-01,1,treatment,1,0.4624,0.0566,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0280,Win-back,2026-08-01,1,treatment,1,0.4624,0.0653,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0281,Birthday,2026-08-01,1,control,0,0.3361,0.0206,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0281,Discount,2026-08-01,1,treatment,1,0.3361,0.0288,1,209.18,1,421.93,1,923.33,23.25
EXP_FESTIVAL,C0281,Festival,2026-08-01,1,treatment,1,0.3361,0.037,0,0.0,1,647.32,1,1202.21,29.0
EXP_LOYALTY,C0281,Loyalty,2026-08-01,1,treatment,1,0.3361,0.0452,0,0.0,1,424.26,1,857.7,16.0
EXP_NEW_PRODUCT,C0281,New Product,2026-08-01,1,control,0,0.3361,0.0535,1,497.99,1,894.4,1,1632.26,0.0
EXP_WIN-BACK,C0281,Win-back,2026-08-01,1,control,0,0.3361,0.0617,1,232.06,1,285.12,1,626.62,0.0
EXP_BIRTHDAY,C0282,Birthday,2026-08-01,1,control,0,0.5608,0.0227,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0282,Discount,2026-08-01,1,treatment,1,0.5608,0.0318,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0282,Festival,2026-08-01,1,control,0,0.5608,0.0408,0,0.0,0,0.0,1,1527.87,0.0
EXP_LOYALTY,C0282,Loyalty,2026-08-01,1,treatment,1,0.5608,0.0499,0,0.0,0,0.0,1,1262.73,16.0
EXP_NEW_PRODUCT,C0282,New Product,2026-08-01,1,treatment,1,0.5608,0.059,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0282,Win-back,2026-08-01,1,treatment,1,0.5608,0.0681,0,0.0,1,406.69,1,883.56,31.0
EXP_BIRTHDAY,C0283,Birthday,2026-08-01,1,control,0,0.4371,0.0215,0,0.0,0,0.0,1,1183.73,0.0
EXP_DISCOUNT,C0283,Discount,2026-08-01,1,control,0,0.4371,0.0301,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0283,Festival,2026-08-01,1,treatment,1,0.4371,0.0387,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0283,Loyalty,2026-08-01,1,control,0,0.4371,0.0473,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0283,New Product,2026-08-01,1,treatment,1,0.4371,0.0559,0,0.0,1,199.65,1,361.67,23.0
EXP_WIN-BACK,C0283,Win-back,2026-08-01,1,control,0,0.4371,0.0645,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0284,Birthday,2026-08-01,1,treatment,1,0.3601,0.0208,0,0.0,1,2661.6,1,4069.68,20.25
EXP_DISCOUNT,C0284,Discount,2026-08-01,1,treatment,1,0.3601,0.0291,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0284,Festival,2026-08-01,1,treatment,1,0.3601,0.0374,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0284,Loyalty,2026-08-01,1,control,0,0.3601,0.0457,0,0.0,0,0.0,1,2719.43,0.0
EXP_NEW_PRODUCT,C0284,New Product,2026-08-01,1,control,0,0.3601,0.054,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0284,Win-back,2026-08-01,1,treatment,1,0.3601,0.0623,0,0.0,0,0.0,1,4672.85,31.0
EXP_BIRTHDAY,C0285,Birthday,2026-08-01,1,treatment,1,0.5443,0.0225,1,772.11,1,1220.73,1,1570.56,20.25
EXP_DISCOUNT,C0285,Discount,2026-08-01,1,treatment,1,0.5443,0.0315,1,458.59,1,843.55,1,1254.04,23.25
EXP_FESTIVAL,C0285,Festival,2026-08-01,1,control,0,0.5443,0.0406,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0285,Loyalty,2026-08-01,1,treatment,1,0.5443,0.0496,0,0.0,1,857.51,1,1238.48,16.0
