campaign_id,customer_id,campaign_type,campaign_date,campaign_cost,delivered,clicked,redeemed,purchase_7d,revenue_7d,purchase_14d,revenue_14d,purchase_30d,revenue_30d,days_to_next_purchase,next_purchase_amount
CAMP02151,C0196,Birthday,2025-11-23,18.5,1,0,0,1,1604.34,1,1604.34,1,2501.28,1,802.17
CAMP02152,C0175,Loyalty,2025-08-01,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02153,C0475,Festival,2025-07-01,29.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02154,C0480,Festival,2026-08-11,25.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02155,C0049,Birthday,2025-10-21,20.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02156,C0588,New Product,2023-11-07,23.0,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02157,C0846,Birthday,2026-03-01,22.0,1,0,0,0,0.0,1,6056.4,1,10269.39,13,2018.8
CAMP02158,C0917,Discount,2026-07-24,23.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02159,C0481,Loyalty,2025-12-08,22.0,1,1,0,0,0.0,0,0.0,1,1924.64,15,1924.64
CAMP02160,C0326,Loyalty,2026-03-23,16.0,1,0,0,0,0.0,1,1574.26,1,5890.860000000001,8,939.34
CAMP02161,C0498,Discount,2026-02-11,23.25,1,1,0,0,0.0,0,0.0,1,1653.65,26,1653.65
CAMP02162,C0676,Birthday,2024-12-19,22.0,1,1,0,1,1727.82,1,4012.56,1,5920.36,1,863.91
CAMP02163,C0652,Loyalty,2024-09-26,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02164,C0110,New Product,2026-07-07,23.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02165,C0975,Loyalty,2025-07-05,14.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02166,C0449,Festival,2026-05-04,27.25,1,0,0,1,1111.26,1,2194.4,1,2194.4,5,370.42
CAMP02167,C0285,Win-back,2024-12-17,29.25,1,0,0,1,1805.38,1,1805.38,1,4102.14,5,902.69
CAMP02168,C0829,Birthday,2025-12-15,18.5,0,0,0,0,0.0,0,0.0,1,590.87,19,590.87
CAMP02169,C0890,Win-back,2024-11-29,29.25,1,1,0,0,0.0,0,0.0,1,4985.700000000001,24,1661.9
CAMP02170,C0445,Birthday,2024-04-10,22.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02171,C0546,Discount,2026-03-20,19.75,1,0,0,1,604.62,1,604.62,1,604.62,3,604.62
CAMP02172,C0956,New Product,2025-10-31,23.0,1,0,0,1,941.26,1,941.26,1,941.26,2,941.26
CAMP02173,C0061,Festival,2026-02-05,25.5,1,0,0,0,0.0,0,0.0,1,4094.64,20,744.49
CAMP02174,C0937,Festival,2024-10-18,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02175,C0115,Birthday,2025-09-22,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02176,C0528,New Product,2026-07-10,23.0,1,0,0,1,1893.92,1,1893.92,1,1893.92,1,946.96
CAMP02177,C0162,Win-back,2026-01-24,27.5,0,0,0,1,2552.1,1,2552.1,1,4487.12,7,1276.05
CAMP02178,C0167,New Product,2025-07-11,23.0,1,0,0,0,0.0,1,859.24,1,859.24,8,859.24
CAMP02179,C0970,Win-back,2026-06-05,31.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02180,C0982,Birthday,2026-07-06,18.5,1,0,0,0,0.0,0,0.0,1,4404.84,16,2202.42
CAMP02181,C0732,Festival,2024-08-28,30.75,1,0,0,0,0.0,1,920.54,1,3138.69,9,455.67
CAMP02182,C0589,Loyalty,2025-04-21,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02183,C0275,Festival,2025-07-09,32.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02184,C0549,Birthday,2025-07-16,20.25,1,0,0,0,0.0,0,0.0,1,2649.44,21,1324.72
CAMP02185,C0040,Win-back,2026-05-07,31.0,1,0,0,0,0.0,1,1302.3,1,2076.45,8,651.15
CAMP02186,C0867,Birthday,2025-10-14,18.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02187,C0828,Birthday,2026-05-11,18.5,0,0,0,0,0.0,1,1356.47,1,7701.85,11,1356.47
CAMP02188,C0232,Birthday,2026-03-12,18.5,1,0,0,0,0.0,1,1977.57,1,1977.57,10,1977.57
CAMP02189,C0709,Discount,2026-08-16,21.5,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02190,C0384,New Product,2025-12-18,23.0,1,0,0,1,2015.31,1,3626.9,1,5288.429999999999,7,2015.31
CAMP02191,C0788,Loyalty,2025-05-19,22.0,1,1,0,1,2167.46,1,2167.46,1,2167.46,1,1083.73
CAMP02192,C0560,Loyalty,2026-06-15,18.0,1,0,0,1,864.88,1,2019.54,1,5351.9400000000005,7,864.88
CAMP02193,C0305,Loyalty,2026-06-24,16.0,1,0,0,0,0.0,1,747.73,1,3396.11,10,747.73
CAMP02194,C0059,Loyalty,2025-09-12,16.0,1,0,0,0,0.0,1,3084.72,1,3084.72,8,1542.36
CAMP02195,C0637,Birthday,2026-06-06,18.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02196,C0676,Festival,2024-06-18,27.25,0,0,0,1,1244.57,1,1244.57,1,1244.57,7,1244.57
CAMP02197,C0766,New Product,2024-09-13,23.0,0,0,0,0,0.0,0,0.0,1,885.08,24,885.08
CAMP02198,C0714,Win-back,2025-06-21,32.75,1,0,0,0,0.0,0,0.0,1,1017.64,20,1017.64
CAMP02199,C0014,Loyalty,2026-02-06,14.0,0,0,0,0,0.0,1,3579.42,1,6188.75,8,578.61
CAMP02200,C0177,New Product,2026-05-22,23.0,1,1,0,0,0.0,0,0.0,1,4622.16,21,1540.72
CAMP02201,C0611,Festival,2026-06-19,27.25,1,0,0,1,2881.3,1,2881.3,1,2881.3,6,1272.09
CAMP02202,C0223,Festival,2026-01-24,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02203,C0151,Win-back,2025-10-02,29.25,1,0,0,0,0.0,0,0.0,1,626.96,26,626.96
CAMP02204,C0669,Birthday,2024-05-07,18.5,1,0,0,0,0.0,1,5312.04,1,5312.04,12,1770.68
CAMP02205,C0749,Festival,2026-04-05,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02206,C0452,Festival,2024-07-24,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02207,C0680,Win-back,2024-09-17,27.5,1,0,0,0,0.0,1,3652.32,1,3652.32,10,913.08
CAMP02208,C0385,Loyalty,2026-08-21,16.0,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02209,C0409,Loyalty,2026-08-28,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02210,C0253,New Product,2026-01-03,23.0,1,0,0,0,0.0,1,1739.6,1,5317.84,12,869.8
CAMP02211,C0001,Loyalty,2026-03-23,16.0,1,1,0,1,2016.26,1,2016.26,1,2016.26,6,2016.26
CAMP02212,C0069,New Product,2025-01-21,23.0,1,0,0,0,0.0,0,0.0,1,928.92,29,928.92
CAMP02213,C0869,Birthday,2026-03-29,18.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02214,C0476,Festival,2026-04-18,27.25,1,0,0,0,0.0,0,0.0,1,1049.23,29,1049.23
CAMP02215,C0196,Festival,2024-02-19,32.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02216,C0509,Win-back,2025-01-25,27.5,1,1,1,1,1644.29,1,1644.29,1,2557.62,1,1644.29
CAMP02217,C0376,Win-back,2026-06-14,31.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02218,C0014,Birthday,2026-03-26,20.25,1,0,0,0,0.0,0,0.0,1,5991.000000000001,19,1130.72
CAMP02219,C0732,Loyalty,2025-04-08,22.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02220,C0908,Birthday,2025-11-23,22.0,1,1,0,0,0.0,1,1420.9499999999998,1,1420.9499999999998,11,473.65
CAMP02221,C0579,Discount,2026-01-09,19.75,1,1,1,0,0.0,0,0.0,1,1281.86,21,1281.86
CAMP02222,C0568,Win-back,2025-12-17,31.0,1,1,0,1,1535.48,1,2651.19,1,3510.31,1,1535.48
CAMP02223,C0038,New Product,2025-05-21,23.0,1,1,0,0,0.0,1,1215.08,1,1724.04,14,607.54
CAMP02224,C0343,New Product,2026-08-21,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02225,C0641,Loyalty,2025-07-02,14.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02226,C0340,Birthday,2026-04-04,20.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02227,C0564,Discount,2026-07-15,21.5,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02228,C0921,Festival,2024-12-13,27.25,1,0,0,0,0.0,1,589.52,1,1806.85,8,294.76
CAMP02229,C0223,Birthday,2025-10-21,18.5,1,0,0,1,2517.77,1,4659.42,1,4659.42,1,1480.85
CAMP02230,C0317,Discount,2026-06-24,19.75,1,0,0,0,0.0,0,0.0,1,1469.5,15,734.75
CAMP02231,C0012,Discount,2026-06-15,25.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02232,C0473,Birthday,2026-07-09,22.0,1,1,0,1,4058.06,1,5255.52,1,5255.52,5,1492.92
CAMP02233,C0082,Festival,2025-05-11,27.25,1,0,0,1,1252.14,1,2154.67,1,3507.57,1,1252.14
CAMP02234,C0727,Win-back,2026-08-29,29.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02235,C0393,Discount,2024-05-22,21.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02236,C0140,Birthday,2026-08-26,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02237,C0002,Festival,2025-06-12,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02238,C0899,New Product,2026-07-15,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02239,C0534,Birthday,2025-08-22,22.0,1,1,1,1,1395.14,1,1395.14,1,6763.57,2,697.57
CAMP02240,C0805,New Product,2023-12-02,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02241,C0739,Discount,2026-04-24,19.75,1,0,0,0,0.0,1,2003.74,1,2550.95,12,1001.87
CAMP02242,C0789,Festival,2025-07-28,32.5,1,0,0,1,1547.17,1,1547.17,1,1547.17,4,1547.17
CAMP02243,C0095,Festival,2026-08-05,32.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02244,C0440,Discount,2026-04-29,25.0,1,0,0,1,599.0,1,599.0,1,599.0,2,599.0
CAMP02245,C0082,Win-back,2024-05-23,32.75,1,0,0,1,2497.08,1,2497.08,1,2497.08,5,1248.54
CAMP02246,C0472,Loyalty,2026-02-19,16.0,0,0,0,0,0.0,1,703.08,1,1411.92,13,351.54
CAMP02247,C0209,Discount,2025-11-09,21.5,1,0,0,1,2927.13,1,2927.13,1,6304.69,3,975.71
CAMP02248,C0595,New Product,2025-12-01,23.0,1,0,0,0,0.0,0,0.0,1,3461.46,23,1153.82
CAMP02249,C0138,Festival,2025-01-26,30.75,1,0,0,0,0.0,1,3635.87,1,3635.87,8,1584.26
CAMP02250,C0281,Loyalty,2026-02-21,22.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02251,C0348,Win-back,2025-08-14,32.75,1,1,0,0,0.0,1,3550.96,1,12807.53,9,1775.48
CAMP02252,C0129,Birthday,2026-07-23,20.25,1,0,0,0,0.0,1,5781.200000000001,1,5781.200000000001,10,916.48
CAMP02253,C0149,Win-back,2026-02-04,27.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02254,C0812,Festival,2025-11-02,32.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02255,C0691,New Product,2026-07-26,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02256,C0063,Loyalty,2026-04-08,18.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02257,C0464,Win-back,2024-10-28,29.25,1,1,0,0,0.0,0,0.0,1,5260.09,15,1456.48
CAMP02258,C0250,New Product,2026-03-10,23.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02259,C0471,Birthday,2026-03-29,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02260,C0112,Loyalty,2025-07-01,16.0,1,1,0,0,0.0,1,827.99,1,3848.85,14,827.99
CAMP02261,C0875,Birthday,2025-12-03,22.0,1,0,0,0,0.0,1,1346.11,1,2130.55,13,1346.11
CAMP02262,C0215,Loyalty,2025-12-31,18.0,1,1,0,0,0.0,0,0.0,1,1549.19,16,1549.19
CAMP02263,C0437,New Product,2026-08-18,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02264,C0531,Birthday,2026-02-15,20.25,1,0,0,0,0.0,1,2401.3500000000004,1,6263.490000000001,13,800.45
CAMP02265,C0013,Discount,2024-12-12,19.75,1,1,0,0,0.0,1,1364.34,1,1364.34,9,1364.34
CAMP02266,C0209,New Product,2025-10-31,23.0,1,0,0,0,0.0,1,4808.52,1,8186.08,8,669.08
CAMP02267,C0514,New Product,2025-10-05,23.0,1,1,0,0,0.0,0,0.0,1,632.31,20,632.31
CAMP02268,C0466,New Product,2025-06-12,23.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02269,C0536,Birthday,2025-05-14,20.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02270,C0826,Loyalty,2024-09-15,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02271,C0579,Birthday,2024-04-15,22.0,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02272,C0416,Festival,2026-07-28,27.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02273,C0499,Festival,2025-09-14,27.25,1,0,0,1,5049.72,1,5049.72,1,5049.72,3,1683.24
CAMP02274,C0808,New Product,2026-07-18,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02275,C0501,Birthday,2025-04-29,22.0,0,0,0,0,0.0,1,1259.51,1,6864.51,13,1259.51
CAMP02276,C0954,Festival,2026-08-18,27.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02277,C0742,Discount,2026-07-19,19.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02278,C0727,Win-back,2026-05-15,32.75,1,0,0,1,1004.44,1,1004.44,1,2882.3,2,502.22
CAMP02279,C0848,New Product,2026-05-09,23.0,1,1,0,1,843.5,1,843.5,1,3100.38,1,421.75
CAMP02280,C0609,New Product,2024-07-25,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02281,C0484,Win-back,2024-12-27,27.5,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02282,C0555,Win-back,2026-08-11,31.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02283,C0355,Festival,2025-12-01,29.0,1,0,0,0,0.0,0,0.0,1,2834.82,18,1258.58
CAMP02284,C0539,Festival,2025-12-29,27.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02285,C0655,Discount,2025-05-01,25.0,1,0,0,0,0.0,0,0.0,1,1494.91,18,1494.91
CAMP02286,C0960,New Product,2026-04-24,23.0,1,0,0,0,0.0,0,0.0,1,3508.1800000000003,15,2104.08
CAMP02287,C0893,Discount,2025-12-09,21.5,0,0,0,0,0.0,0,0.0,1,5756.4,19,1212.12
CAMP02288,C0369,Festival,2025-09-25,29.0,1,0,0,0,0.0,1,2091.1,1,5207.54,10,2091.1
CAMP02289,C0265,Birthday,2026-08-07,20.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02290,C0328,Loyalty,2024-08-01,22.0,1,1,0,0,0.0,0,0.0,1,2860.98,29,953.66
CAMP02291,C0902,Birthday,2025-03-19,18.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02292,C0449,Birthday,2026-03-09,18.5,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02293,C0894,Festival,2026-07-25,25.5,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02294,C0227,Birthday,2026-03-09,22.0,1,0,0,1,597.87,1,597.87,1,4186.76,1,597.87
CAMP02295,C0608,Win-back,2025-11-16,29.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02296,C0037,Discount,2024-11-27,19.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02297,C0378,Birthday,2026-07-05,22.0,1,0,0,0,0.0,0,0.0,1,1077.03,19,563.88
CAMP02298,C0221,Loyalty,2026-07-29,22.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02299,C0680,Loyalty,2024-07-18,22.0,1,1,0,0,0.0,0,0.0,1,1449.01,15,391.87
CAMP02300,C0607,Birthday,2026-04-17,18.5,0,0,0,0,0.0,0,0.0,1,6618.23,17,1004.52
CAMP02301,C0449,New Product,2026-04-22,23.0,1,1,1,0,0.0,0,0.0,1,2194.4,17,370.42
CAMP02302,C0544,Festival,2026-04-23,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02303,C0088,Loyalty,2026-06-30,22.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02304,C0813,Festival,2026-06-03,30.75,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02305,C0895,Loyalty,2025-12-10,18.0,1,0,0,0,0.0,0,0.0,1,14485.55,16,3448.15
CAMP02306,C0360,Birthday,2023-11-11,20.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02307,C0395,Birthday,2024-11-22,18.5,1,1,0,0,0.0,1,707.98,1,707.98,10,707.98
CAMP02308,C0840,Win-back,2025-11-02,27.5,1,0,0,1,456.36,1,1749.26,1,5313.54,1,456.36
CAMP02309,C0027,Discount,2025-11-12,25.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02310,C0877,Festival,2026-08-05,27.25,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02311,C0749,New Product,2026-07-12,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02312,C0406,Loyalty,2024-09-18,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02313,C0097,Festival,2025-11-24,32.5,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02314,C0604,New Product,2026-03-16,23.0,1,1,0,0,0.0,1,3987.81,1,5409.7300000000005,12,1329.27
CAMP02315,C0186,New Product,2025-01-23,23.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02316,C0408,Loyalty,2025-02-16,16.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02317,C0730,Festival,2025-07-19,27.25,1,1,0,0,0.0,1,1598.24,1,5282.68,10,1598.24
CAMP02318,C0044,Festival,2025-07-15,29.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02319,C0562,Birthday,2025-10-09,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02320,C0011,Discount,2024-05-13,25.0,1,0,0,1,2560.3500000000004,1,2560.3500000000004,1,2560.3500000000004,7,853.45
CAMP02321,C0240,New Product,2025-12-10,23.0,1,0,0,0,0.0,0,0.0,1,1815.43,15,1815.43
CAMP02322,C0089,New Product,2026-07-27,23.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02323,C0576,Loyalty,2026-03-24,14.0,1,0,0,0,0.0,0,0.0,1,1855.52,18,927.76
CAMP02324,C0901,New Product,2026-05-16,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02325,C0722,Discount,2026-07-22,25.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02326,C0350,New Product,2024-10-09,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02327,C0958,Discount,2026-03-07,21.5,1,0,0,0,0.0,0,0.0,1,444.62,25,444.62
CAMP02328,C0735,Birthday,2026-08-09,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02329,C0086,Festival,2025-07-21,27.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02330,C0918,Birthday,2025-09-27,20.25,1,0,0,0,0.0,0,0.0,1,1579.63,22,1579.63
CAMP02331,C0112,Loyalty,2025-07-31,16.0,1,0,0,1,8726.720000000001,1,8726.720000000001,1,13580.53,1,1003.81
CAMP02332,C0987,Festival,2026-02-07,25.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02333,C0872,Festival,2025-02-18,25.5,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02334,C0031,Festival,2024-02-02,32.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02335,C0967,Festival,2026-04-15,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02336,C0464,Birthday,2025-11-28,18.5,1,0,0,1,7625.76,1,11070.02,1,18680.480000000003,4,1906.44
CAMP02337,C0932,Birthday,2024-12-21,18.5,1,1,1,0,0.0,0,0.0,1,5027.97,22,1675.99
CAMP02338,C0902,Loyalty,2025-08-21,22.0,1,0,0,0,0.0,0,0.0,1,3228.08,24,1614.04
CAMP02339,C0056,New Product,2026-07-31,23.0,1,0,0,1,904.1,1,2999.52,1,2999.52,6,904.1
CAMP02340,C0138,Festival,2026-04-16,30.75,1,0,0,0,0.0,0,0.0,1,12044.7,17,2074.49
CAMP02341,C0661,Win-back,2023-10-12,29.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02342,C0045,Discount,2025-09-11,25.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02343,C0299,Festival,2026-02-08,25.5,1,1,0,0,0.0,0,0.0,1,2566.16,17,1283.08
CAMP02344,C0666,Discount,2025-06-14,23.25,1,1,0,1,4320.93,1,4320.93,1,4320.93,1,1440.31
CAMP02345,C0873,Win-back,2026-04-20,31.0,1,0,0,1,412.67,1,412.67,1,1588.31,1,412.67
CAMP02346,C0876,Birthday,2025-09-11,22.0,1,1,0,0,0.0,1,1674.77,1,9713.329999999998,12,489.13
CAMP02347,C0930,Loyalty,2026-06-15,22.0,1,0,0,1,1776.02,1,1776.02,1,2842.92,7,888.01
CAMP02348,C0228,Win-back,2024-08-04,27.5,1,0,0,0,0.0,0,0.0,1,990.92,23,495.46
CAMP02349,C0848,Loyalty,2025-10-14,14.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02350,C0892,Discount,2026-08-18,25.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02351,C0408,New Product,2025-10-31,23.0,1,0,0,1,1957.54,1,1957.54,1,5514.28,7,978.77
CAMP02352,C0646,Loyalty,2024-05-29,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02353,C0264,Festival,2025-10-05,27.25,1,0,0,0,0.0,0,0.0,1,5313.94,18,446.89
CAMP02354,C0539,New Product,2026-02-05,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02355,C0112,New Product,2026-01-02,23.0,1,0,0,0,0.0,0,0.0,1,2800.64,29,1400.32
CAMP02356,C0393,Discount,2024-09-14,21.5,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02357,C0398,Win-back,2026-03-03,32.75,1,0,0,0,0.0,1,1188.37,1,7950.93,14,1188.37
CAMP02358,C0028,New Product,2026-01-29,23.0,1,0,0,0,0.0,0,0.0,1,3180.45,22,612.07
CAMP02359,C0155,Win-back,2025-09-04,32.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02360,C0855,Discount,2026-08-21,23.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02361,C0089,Birthday,2026-08-21,20.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02362,C0544,Loyalty,2026-03-09,16.0,1,1,1,0,0.0,0,0.0,1,1461.75,21,1461.75
CAMP02363,C0935,Birthday,2025-12-31,18.5,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02364,C0375,Birthday,2026-01-11,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02365,C0834,Discount,2025-07-30,19.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02366,C0275,Loyalty,2025-06-07,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02367,C0919,Festival,2025-04-25,29.0,0,0,0,1,1283.3,1,1283.3,1,1283.3,1,641.65
CAMP02368,C0523,Win-back,2026-04-05,32.75,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP02369,C0344,Loyalty,2026-07-12,14.0,1,0,0,1,1755.14,1,1755.14,1,1755.14,4,877.57
CAMP02370,C0022,Festival,2025-12-21,32.5,1,0,0,0,0.0,0,0.0,1,735.51,22,735.51
CAMP02371,C0859,Loyalty,2024-12-19,14.0,0,0,0,0,0.0,1,2729.79,1,2729.79,11,909.93
CAMP02372,C0812,Loyalty,2025-12-15,16.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02373,C0649,Birthday,2026-06-09,18.5,1,0,0,1,974.25,1,974.25,1,16011.3,3,974.25
CAMP02374,C0385,Win-back,2026-07-18,29.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02375,C0314,New Product,2026-05-21,23.0,1,0,0,1,5089.42,1,6154.13,1,8738.72,4,2544.71
CAMP02376,C0574,Birthday,2026-05-21,20.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02377,C0004,Festival,2026-04-10,32.5,0,0,0,0,0.0,0,0.0,1,3119.75,24,3119.75
CAMP02378,C0121,Festival,2026-01-29,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02379,C0486,New Product,2025-08-13,23.0,1,0,0,1,1922.98,1,1922.98,1,1922.98,3,961.49
CAMP02380,C0347,Loyalty,2026-08-30,16.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02381,C0628,Birthday,2026-07-02,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02382,C0412,Loyalty,2026-05-09,16.0,1,0,0,1,3289.03,1,3289.03,1,3289.03,2,3289.03
CAMP02383,C0548,Birthday,2026-06-16,18.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02384,C0801,Win-back,2025-01-25,32.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02385,C0349,Birthday,2026-04-09,18.5,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02386,C0070,Loyalty,2025-10-26,16.0,1,0,0,0,0.0,1,1135.33,1,1135.33,10,1135.33
CAMP02387,C0864,Discount,2026-05-09,19.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02388,C0998,Discount,2026-03-11,21.5,1,0,0,0,0.0,0,0.0,1,6667.33,24,1975.36
CAMP02389,C0057,Festival,2024-08-14,29.0,1,1,0,0,0.0,0,0.0,1,2863.2,20,1431.6
CAMP02390,C0921,Loyalty,2026-08-06,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02391,C0886,New Product,2026-02-01,23.0,1,0,0,0,0.0,1,1815.06,1,2862.43,13,907.53
CAMP02392,C0046,New Product,2026-03-24,23.0,1,0,0,0,0.0,0,0.0,1,3074.4,23,1024.8
CAMP02393,C0192,Festival,2025-06-20,32.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02394,C0279,Win-back,2026-07-11,31.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP02395,C0378,Festival,2026-08-06,27.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP02396,C0534,Win-back,2025-08-11,27.5,1,1,0,0,0.0,1,2047.88,1,2738.63,11,652.74
CAMP02397,C0416,Discount,2026-08-18,21.5,1,0,0,0,0.0,0,0.0,0,0.0,,
