transaction_id,customer_id,transaction_date,bill_amount,outlet
T07390,C0243,12-09-2025,1059.38,Outlet_08
T07391,C0243,12-09-2025,1059.38,Outlet_08
T07392,C0243,14-09-2025,1151.76,Outlet_08
T07393,C0243,14-09-2025,1151.76,Outlet_08
T07394,C0243,14-09-2025,1151.76,Outlet_08
T07395,C0243,27-09-2025,1887.76,Outlet_05
T07396,C0243,04-10-2025,937.98,Outlet_02
T07397,C0243,04-10-2025,937.98,Outlet_02
T07398,C0243,14-10-2025,437.16,Outlet_05
T07399,C0243,14-10-2025,437.16,Outlet_05
T07400,C0243,24-10-2025,1285.86,Outlet_10
T07401,C0243,26-11-2025,1340.12,Outlet_08
T07402,C0243,04-12-2025,1503,Outlet_08
T07403,C0243,20-12-2025,1277.39,Outlet_08
T07404,C0243,20-12-2025,1277.39,Outlet_08
T07405,C0243,03-05-2026,1104.34,Outlet_08
T07406,C0243,21-05-2026,1444.9,Outlet_08
T07407,C0243,12-07-2026,588.88,Outlet_08
T07408,C0243,12-07-2026,588.88,Outlet_08
T07409,C0244,19-03-2024,2009.29,Outlet_07
T07410,C0244,19-03-2024,2009.29,Outlet_07
T07411,C0244,19-03-2024,2009.29,Outlet_07
T07412,C0244,11-09-2024,1672.26,Outlet_15
T07413,C0244,14-09-2024,2397.3,Outlet_11
T07414,C0244,17-09-2024,2051.55,Outlet_07
T07415,C0244,17-09-2024,2051.55,Outlet_07
T07416,C0244,27-09-2024,1310.55,Outlet_12
T07417,C0244,26-10-2024,687.68,Outlet_03
T07418,C0244,26-10-2024,687.68,Outlet_03
T07419,C0244,04-11-2024,1460.96,Outlet_07
T07420,C0244,14-12-2024,1159.45,Outlet_07
T07421,C0244,14-12-2024,1159.45,Outlet_07
T07422,C0244,18-12-2024,2482.8,Outlet_07
T07423,C0244,25-12-2024,1443.88,Outlet_13
T07424,C0244,30-12-2024,1127.63,Outlet_07
T07425,C0244,30-12-2024,1127.63,Outlet_07
T07426,C0244,31-12-2024,1656.15,Outlet_10
T07427,C0244,31-12-2024,1656.15,Outlet_10
T07428,C0244,28-01-2025,1337.66,Outlet_07
T07429,C0244,28-01-2025,1337.66,Outlet_07
T07430,C0244,09-02-2025,2361.56,Outlet_01
T07431,C0244,15-02-2025,1982.97,Outlet_09
T07432,C0244,15-02-2025,1982.97,Outlet_09
T07433,C0244,15-02-2025,1982.97,Outlet_09
T07434,C0244,19-02-2025,1660.03,Outlet_07
T07435,C0244,06-04-2025,1480.82,Outlet_13
T07436,C0244,28-05-2025,2527.86,Outlet_07
T07437,C0244,03-06-2025,1619.99,Outlet_15
T07438,C0244,06-07-2025,1788.8,Outlet_07
T07439,C0244,23-07-2025,2087.51,Outlet_08
T07440,C0244,23-07-2025,2087.51,Outlet_08
T07441,C0244,06-08-2025,1732.65,Outlet_04
T07442,C0244,06-08-2025,1732.65,Outlet_04
T07443,C0244,17-08-2025,994.94,Outlet_15
T07444,C0244,24-10-2025,1861.39,Outlet_07
T07445,C0244,24-10-2025,1861.39,Outlet_07
T07446,C0244,26-10-2025,1366.51,Outlet_07
T07447,C0244,05-11-2025,1938.23,Outlet_07
T07448,C0244,15-11-2025,1420.81,Outlet_07
T07449,C0244,15-11-2025,1420.81,Outlet_07
T07450,C0244,21-11-2025,2202.66,Outlet_07
T07451,C0244,01-12-2025,1596.49,Outlet_07
T07452,C0244,01-12-2025,1596.49,Outlet_07
T07453,C0244,27-12-2025,1177.5,Outlet_01
T07454,C0244,27-12-2025,1177.5,Outlet_01
T07455,C0244,17-01-2026,1604.93,Outlet_07
T07456,C0244,21-01-2026,1591.45,Outlet_07
T07457,C0244,21-01-2026,1591.45,Outlet_07
T07458,C0244,24-01-2026,1030.57,Outlet_07
T07459,C0244,13-02-2026,2517.81,Outlet_08
T07460,C0244,13-02-2026,2517.81,Outlet_08
T07461,C0244,04-03-2026,1902.35,Outlet_13
T07462,C0244,28-03-2026,1963.1,Outlet_12
T07463,C0244,06-04-2026,1970.12,Outlet_07
T07464,C0244,07-04-2026,950.52,Outlet_15
T07465,C0244,07-04-2026,950.52,Outlet_15
T07466,C0244,07-04-2026,950.52,Outlet_15
T07467,C0244,12-04-2026,2336.26,Outlet_07
T07468,C0244,12-04-2026,2336.26,Outlet_07
T07469,C0244,22-04-2026,1648.42,Outlet_15
T07470,C0244,23-04-2026,1439.71,Outlet_08
T07471,C0244,23-04-2026,1439.71,Outlet_08
T07472,C0244,25-04-2026,2180.8,Outlet_14
T07473,C0244,25-04-2026,2180.8,Outlet_14
T07474,C0244,28-04-2026,1899.46,Outlet_07
T07475,C0244,28-04-2026,1899.46,Outlet_07
T07476,C0244,17-06-2026,899.52,Outlet_07
T07477,C0244,09-07-2026,1201.2,Outlet_07
T07478,C0244,09-07-2026,1201.2,Outlet_07
T07479,C0244,26-07-2026,1807.19,Outlet_07
T07480,C0245,12-03-2026,1516.3,Outlet_12
T07481,C0245,12-03-2026,1516.3,Outlet_12
T07482,C0245,20-06-2026,487.4,Outlet_12
T07483,C0245,20-06-2026,487.4,Outlet_12
T07484,C0245,17-07-2026,1626.53,Outlet_11
T07485,C0246,27-03-2026,1772.94,Outlet_05
T07486,C0246,27-03-2026,1772.94,Outlet_05
T07487,C0246,27-03-2026,1772.94,Outlet_05
T07488,C0246,28-03-2026,964.84,Outlet_05
T07489,C0246,21-04-2026,1100.38,Outlet_05
T07490,C0246,28-04-2026,2319.11,Outlet_05
T07491,C0246,28-04-2026,2319.11,Outlet_05
T07492,C0246,28-04-2026,2319.11,Outlet_05
T07493,C0246,01-05-2026,2746.25,Outlet_05
T07494,C0246,15-05-2026,1301.22,Outlet_02
T07495,C0246,19-05-2026,2024.44,Outlet_10
T07496,C0247,08-02-2025,1092.73,Outlet_15
T07497,C0247,21-04-2025,1045.05,Outlet_12
T07498,C0247,11-05-2025,936.6,Outlet_02
T07499,C0247,25-05-2025,2340.12,Outlet_15
T07500,C0247,25-05-2025,2340.12,Outlet_15
T07501,C0247,25-05-2025,2340.12,Outlet_15
T07502,C0247,29-05-2025,605.24,Outlet_15
T07503,C0247,17-06-2025,726.4,Outlet_13
T07504,C0247,02-08-2025,802.1,Outlet_15
T07505,C0247,02-08-2025,802.1,Outlet_15
T07506,C0247,22-08-2025,1339.66,Outlet_15
T07507,C0247,22-08-2025,1339.66,Outlet_15
T07508,C0247,11-10-2025,1162.57,Outlet_15
T07509,C0247,25-10-2025,677.94,Outlet_15
T07510,C0247,25-10-2025,677.94,Outlet_15
T07511,C0247,25-10-2025,677.94,Outlet_15
T07512,C0247,25-10-2025,677.94,Outlet_15
T07513,C0247,05-11-2025,828.96,Outlet_15
T07514,C0247,05-11-2025,828.96,Outlet_15
T07515,C0247,05-11-2025,828.96,Outlet_15
T07516,C0247,17-01-2026,675.91,Outlet_15
T07517,C0247,17-01-2026,675.91,Outlet_15
T07518,C0247,02-02-2026,857.59,Outlet_15
T07519,C0247,02-02-2026,857.59,Outlet_15
T07520,C0247,20-02-2026,1267.98,Outlet_15
T07521,C0247,08-03-2026,933.69,Outlet_15
T07522,C0247,08-03-2026,933.69,Outlet_15
T07523,C0247,26-03-2026,1142.73,Outlet_15
T07524,C0247,26-03-2026,1142.73,Outlet_15
T07525,C0247,26-03-2026,1142.73,Outlet_15
T07526,C0247,14-05-2026,2375.1,Outlet_02
T07527,C0247,14-05-2026,2375.1,Outlet_02
T07528,C0247,16-05-2026,1231.39,Outlet_15
T07529,C0247,07-06-2026,449.49,Outlet_03
T07530,C0247,07-06-2026,449.49,Outlet_03
T07531,C0247,07-06-2026,449.49,Outlet_03
T07532,C0247,07-06-2026,449.49,Outlet_03
T07533,C0247,24-07-2026,1294.27,Outlet_15
T07534,C0248,29-01-2026,1204.19,Outlet_05
T07535,C0248,20-03-2026,905.83,Outlet_05
T07536,C0248,26-03-2026,708.54,Outlet_05
T07537,C0248,27-03-2026,424.08,Outlet_01
T07538,C0248,21-04-2026,869.06,Outlet_05
T07539,C0248,21-04-2026,869.06,Outlet_05
T07540,C0248,09-06-2026,294.63,Outlet_05
T07541,C0248,28-06-2026,561.78,Outlet_10
T07542,C0248,11-07-2026,954.01,Outlet_14
T07543,C0248,11-07-2026,954.01,Outlet_14
T07544,C0249,25-08-2024,3531.95,Outlet_03
T07545,C0249,25-08-2024,3531.95,Outlet_03
T07546,C0249,09-09-2024,1980.11,Outlet_10
T07547,C0249,10-11-2024,1887.33,Outlet_04
T07548,C0249,10-11-2024,1887.33,Outlet_04
T07549,C0249,23-12-2024,942.8,Outlet_03
T07550,C0249,23-12-2024,942.8,Outlet_03
T07551,C0249,23-12-2024,942.8,Outlet_03
T07552,C0249,23-12-2024,942.8,Outlet_03
T07553,C0249,09-01-2025,1816.84,Outlet_13
T07554,C0249,16-01-2025,1880.13,Outlet_08
T07555,C0249,16-01-2025,1880.13,Outlet_08
T07556,C0249,09-02-2025,2718.05,Outlet_03
T07557,C0249,22-03-2025,2667.51,Outlet_08
T07558,C0249,03-04-2025,2368.97,Outlet_12
T07559,C0249,03-04-2025,2368.97,Outlet_12
T07560,C0249,05-04-2025,2300.11,Outlet_03
T07561,C0249,13-04-2025,809.34,Outlet_03
T07562,C0249,04-05-2025,3348.25,Outlet_03
T07563,C0249,04-05-2025,3348.25,Outlet_03
T07564,C0249,15-05-2025,2931.39,Outlet_03
T07565,C0249,15-05-2025,2931.39,Outlet_03
T07566,C0249,20-05-2025,881.41,Outlet_03
T07567,C0249,20-05-2025,881.41,Outlet_03
T07568,C0249,26-05-2025,1906.29,Outlet_03
T07569,C0249,26-05-2025,1906.29,Outlet_03
T07570,C0249,20-06-2025,1663.19,Outlet_03
T07571,C0249,20-06-2025,1663.19,Outlet_03
T07572,C0249,20-06-2025,1663.19,Outlet_03
T07573,C0249,10-07-2025,795.7,Outlet_03
T07574,C0249,19-07-2025,1296.18,Outlet_03
T07575,C0249,19-07-2025,1296.18,Outlet_03
T07576,C0249,22-07-2025,3617.15,Outlet_03
T07577,C0249,25-07-2025,1843.87,Outlet_03
T07578,C0249,25-07-2025,1843.87,Outlet_03
T07579,C0249,25-07-2025,1843.87,Outlet_03
T07580,C0249,27-07-2025,1998.54,Outlet_03
T07581,C0249,27-07-2025,1998.54,Outlet_03
T07582,C0249,29-07-2025,2693.54,Outlet_13
T07583,C0249,11-08-2025,1202.34,Outlet_11
T07584,C0249,11-08-2025,1202.34,Outlet_11
T07585,C0249,10-09-2025,1670.13,Outlet_03
T07586,C0249,10-09-2025,1670.13,Outlet_03
T07587,C0249,10-09-2025,1670.13,Outlet_03
T07588,C0249,20-09-2025,1661.88,Outlet_08
T07589,C0249,20-09-2025,842.35,Outlet_09
T07590,C0249,20-09-2025,842.35,Outlet_09
T07591,C0249,20-09-2025,842.35,Outlet_09
T07592,C0249,20-09-2025,842.35,Outlet_09
T07593,C0249,27-09-2025,1398.72,Outlet_03
T07594,C0249,02-11-2025,1572.89,Outlet_03
T07595,C0249,31-12-2025,1673.94,Outlet_03
T07596,C0249,05-01-2026,923.43,Outlet_03
T07597,C0249,05-01-2026,923.43,Outlet_03
T07598,C0249,18-01-2026,3945.25,Outlet_05
T07599,C0249,18-01-2026,3945.25,Outlet_05
T07600,C0249,18-02-2026,1597.08,Outlet_03
T07601,C0249,18-02-2026,1597.08,Outlet_03
T07602,C0249,18-03-2026,1973.62,Outlet_12
T07603,C0249,18-03-2026,1973.62,Outlet_12
T07604,C0249,18-03-2026,1973.62,Outlet_12
T07605,C0249,08-05-2026,2715.3,Outlet_03
T07606,C0249,29-05-2026,1190.8,Outlet_15
T07607,C0249,24-06-2026,2969.24,Outlet_15
T07608,C0249,17-07-2026,2000.67,Outlet_03
T07609,C0249,17-07-2026,2000.67,Outlet_03
T07610,C0249,10-08-2026,2045.58,Outlet_03
T07611,C0249,10-08-2026,2045.58,Outlet_03
T07612,C0250,02-06-2025,773.31,Outlet_11
T07613,C0250,02-06-2025,773.31,Outlet_11
T07614,C0250,19-06-2025,882.76,Outlet_11
T07615,C0250,28-06-2025,1379.3,Outlet_11
T07616,C0250,28-06-2025,1379.3,Outlet_11
T07617,C0250,02-07-2025,1004.15,Outlet_11
T07618,C0250,03-07-2025,1545.83,Outlet_10
T07619,C0250,10-07-2025,1033.6,Outlet_05
T07620,C0250,12-07-2025,530.43,Outlet_11
T07621,C0250,12-07-2025,530.43,Outlet_11
T07622,C0250,17-07-2025,475.2,Outlet_07
T07623,C0250,19-07-2025,1144.21,Outlet_11
T07624,C0250,19-07-2025,1144.21,Outlet_11
T07625,C0250,19-07-2025,1144.21,Outlet_11
T07626,C0251,28-05-2026,1396.72,Outlet_03
T07627,C0251,12-07-2026,873.83,Outlet_03
T07628,C0251,12-07-2026,873.83,Outlet_03
T07629,C0252,23-08-2025,1124.31,Outlet_02
T07630,C0252,08-09-2025,621.33,Outlet_02
T07631,C0252,08-09-2025,621.33,Outlet_02
T07632,C0252,21-09-2025,903.54,Outlet_02
T07633,C0252,12-11-2025,621.75,Outlet_04
T07634,C0252,12-11-2025,621.75,Outlet_04
T07635,C0252,26-11-2025,441.3,Outlet_02
T07636,C0252,06-12-2025,1591.73,Outlet_02
T07637,C0252,06-12-2025,1591.73,Outlet_02
T07638,C0252,02-02-2026,829.32,Outlet_02
T07639,C0252,02-02-2026,829.32,Outlet_02
T07640,C0252,04-02-2026,1251.28,Outlet_02
T07641,C0252,21-03-2026,652.44,Outlet_02
T07642,C0252,21-03-2026,652.44,Outlet_02
T07643,C0252,10-05-2026,475.69,Outlet_02
T07644,C0252,27-06-2026,702.01,Outlet_02
T07645,C0253,17-11-2025,2457.13,Outlet_06
T07646,C0253,12-12-2025,997.01,Outlet_04
T07647,C0253,12-12-2025,997.01,Outlet_04
T07648,C0253,30-12-2025,1978.43,Outlet_06
T07649,C0253,30-12-2025,1978.43,Outlet_06
T07650,C0253,15-01-2026,869.8,Outlet_06
T07651,C0253,15-01-2026,869.8,Outlet_06
T07652,C0253,21-01-2026,3578.24,Outlet_06
T07653,C0253,03-02-2026,1162.69,Outlet_06
T07654,C0253,03-02-2026,1162.69,Outlet_06
T07655,C0253,28-02-2026,2720.19,Outlet_05
T07656,C0253,01-03-2026,1127.73,Outlet_06
T07657,C0253,01-03-2026,1127.73,Outlet_06
T07658,C0253,05-04-2026,1698.84,Outlet_06
T07659,C0253,07-04-2026,1556.69,Outlet_06
T07660,C0253,07-04-2026,1556.69,Outlet_06
T07661,C0253,15-05-2026,4871.74,Outlet_01
T07662,C0253,03-07-2026,1104.61,Outlet_06
T07663,C0253,05-07-2026,2100.22,Outlet_06
T07664,C0253,05-07-2026,2100.22,Outlet_06
T07665,C0253,09-07-2026,1029.2,Outlet_06
T07666,C0253,03-08-2026,2173.49,Outlet_04
T07667,C0254,21-09-2024,792.47,Outlet_02
T07668,C0254,21-09-2024,792.47,Outlet_02
T07669,C0254,23-11-2024,1323.64,Outlet_02
T07670,C0254,23-11-2024,1323.64,Outlet_02
T07671,C0254,23-11-2024,1323.64,Outlet_02
T07672,C0254,09-01-2025,911.96,Outlet_12
T07673,C0254,09-01-2025,911.96,Outlet_12
T07674,C0254,22-02-2025,395.93,Outlet_09
T07675,C0254,22-02-2025,395.93,Outlet_09
T07676,C0254,22-02-2025,395.93,Outlet_09
T07677,C0254,22-02-2025,395.93,Outlet_09
T07678,C0254,25-03-2025,1256.25,Outlet_02
T07679,C0254,29-03-2025,1010.22,Outlet_02
T07680,C0254,02-04-2025,1570.24,Outlet_02
T07681,C0254,05-04-2025,847.02,Outlet_02
T07682,C0254,07-04-2025,682.71,Outlet_10
T07683,C0254,07-04-2025,682.71,Outlet_10
T07684,C0254,22-04-2025,721.04,Outlet_02
T07685,C0254,22-04-2025,721.04,Outlet_02
T07686,C0254,07-08-2025,1087.48,Outlet_02
T07687,C0254,20-09-2025,510.53,Outlet_02
T07688,C0254,20-09-2025,510.53,Outlet_02
T07689,C0254,14-10-2025,902.34,Outlet_02
T07690,C0254,20-01-2026,936.84,Outlet_02
T07691,C0254,26-01-2026,911.72,Outlet_02
T07692,C0254,26-01-2026,911.72,Outlet_02
T07693,C0254,17-02-2026,612,Outlet_13
T07694,C0254,19-02-2026,1522,Outlet_02
T07695,C0254,19-02-2026,1522,Outlet_02
T07696,C0254,19-02-2026,1522,Outlet_02
T07697,C0254,05-03-2026,896.06,Outlet_02
T07698,C0254,05-03-2026,896.06,Outlet_02
T07699,C0254,19-03-2026,708.92,Outlet_02
T07700,C0254,23-03-2026,503.02,Outlet_02
T07701,C0254,06-04-2026,2069.52,Outlet_02
T07702,C0254,16-04-2026,1996.81,Outlet_02
T07703,C0254,01-05-2026,1667.76,Outlet_02
T07704,C0254,06-07-2026,1713.25,Outlet_02
T07705,C0254,10-07-2026,1264.46,Outlet_03
T07706,C0254,10-07-2026,1264.46,Outlet_03
T07707,C0255,17-04-2025,386.5,Outlet_12
T07708,C0255,22-04-2025,774.6,Outlet_05
T07709,C0255,22-05-2025,1109.53,Outlet_12
T07710,C0255,28-05-2025,855.37,Outlet_02
T07711,C0255,28-05-2025,855.37,Outlet_02
T07712,C0255,28-05-2025,855.37,Outlet_02
T07713,C0255,28-05-2025,855.37,Outlet_02
T07714,C0255,08-07-2025,1182.93,Outlet_12
T07715,C0255,05-08-2025,1343.31,Outlet_12
T07716,C0255,20-09-2025,597.15,Outlet_12
T07717,C0255,20-09-2025,597.15,Outlet_12
T07718,C0255,10-10-2025,668.29,Outlet_03
T07719,C0255,16-10-2025,738.95,Outlet_12
T07720,C0255,27-10-2025,432.03,Outlet_12
T07721,C0255,24-12-2025,301.87,Outlet_12
T07722,C0255,24-12-2025,301.87,Outlet_12
T07723,C0255,07-02-2026,836.76,Outlet_12
T07724,C0256,10-07-2025,732.54,Outlet_07
T07725,C0256,06-08-2025,376.96,Outlet_07
T07726,C0256,15-08-2025,303.22,Outlet_06
T07727,C0256,08-09-2025,618.13,Outlet_14
T07728,C0256,08-09-2025,618.13,Outlet_14
T07729,C0256,24-09-2025,712.82,Outlet_07
T07730,C0256,24-09-2025,712.82,Outlet_07
T07731,C0256,16-10-2025,841.78,Outlet_07
T07732,C0256,30-10-2025,1069.22,Outlet_07
T07733,C0256,30-10-2025,1069.22,Outlet_07
T07734,C0256,30-10-2025,1069.22,Outlet_07
T07735,C0256,31-10-2025,979.52,Outlet_07
T07736,C0256,31-10-2025,979.52,Outlet_07
T07737,C0256,03-11-2025,1016.9,Outlet_01
T07738,C0256,03-11-2025,1016.9,Outlet_01
T07739,C0256,20-11-2025,586.16,Outlet_07
T07740,C0256,06-01-2026,713.74,Outlet_15
T07741,C0256,06-01-2026,713.74,Outlet_15
T07742,C0256,06-01-2026,713.74,Outlet_15
T07743,C0256,01-02-2026,918.38,Outlet_07
T07744,C0256,01-02-2026,918.38,Outlet_07
T07745,C0256,01-02-2026,918.38,Outlet_07
T07746,C0256,03-02-2026,1110.74,Outlet_07
T07747,C0256,22-03-2026,662.88,Outlet_10
T07748,C0256,22-03-2026,662.88,Outlet_10
T07749,C0256,05-05-2026,808.29,Outlet_07
T07750,C0256,05-05-2026,808.29,Outlet_07
T07751,C0256,13-05-2026,1135.14,Outlet_07
T07752,C0256,13-05-2026,1135.14,Outlet_07
T07753,C0256,23-06-2026,397.44,Outlet_03
T07754,C0257,27-02-2024,1917.15,Outlet_05
T07755,C0257,27-02-2024,1917.15,Outlet_05
T07756,C0257,27-02-2024,1917.15,Outlet_05
T07757,C0257,20-03-2024,1558.24,Outlet_05
T07758,C0257,15-04-2024,1687.19,Outlet_05
T07759,C0257,06-07-2024,1281.66,Outlet_08
T07760,C0257,21-07-2024,1326.07,Outlet_05
T07761,C0257,21-07-2024,1326.07,Outlet_05
T07762,C0257,21-07-2024,1326.07,Outlet_05
T07763,C0257,27-07-2024,3182.98,Outlet_15
T07764,C0257,28-07-2024,1609.55,Outlet_05
T07765,C0257,28-07-2024,1609.55,Outlet_05
T07766,C0257,28-07-2024,1609.55,Outlet_05
T07767,C0257,28-07-2024,1609.55,Outlet_05
T07768,C0257,11-08-2024,1793.01,Outlet_05
T07769,C0257,11-08-2024,1793.01,Outlet_05
T07770,C0257,24-08-2024,3279,Outlet_05
T07771,C0257,31-08-2024,2581.4,Outlet_05
T07772,C0257,02-09-2024,1868.72,Outlet_01
T07773,C0257,25-09-2024,2549.92,Outlet_02
T07774,C0257,10-10-2024,3303.05,Outlet_14
T07775,C0257,10-10-2024,3303.05,Outlet_14
T07776,C0257,03-11-2024,1249.35,Outlet_05
T07777,C0257,14-11-2024,2568.85,Outlet_06
T07778,C0257,14-11-2024,2568.85,Outlet_06
T07779,C0257,02-12-2024,1189.54,Outlet_01
T07780,C0257,02-12-2024,1189.54,Outlet_01
T07781,C0257,16-12-2024,1869.47,Outlet_05
T07782,C0257,16-12-2024,1869.47,Outlet_05
T07783,C0257,20-12-2024,1384.35,Outlet_10
T07784,C0257,24-12-2024,3380.41,Outlet_05
T07785,C0257,31-12-2024,1448.55,Outlet_05
T07786,C0257,31-12-2024,1448.55,Outlet_05
T07787,C0257,29-01-2025,1121.73,Outlet_05
T07788,C0257,30-01-2025,892.68,Outlet_05
T07789,C0257,01-02-2025,1229.41,Outlet_05
T07790,C0257,10-02-2025,2412.42,Outlet_05
T07791,C0257,10-02-2025,2412.42,Outlet_05
T07792,C0257,16-02-2025,2010.81,Outlet_05
T07793,C0257,23-02-2025,1052.01,Outlet_05
T07794,C0257,23-02-2025,1052.01,Outlet_05
T07795,C0257,27-03-2025,2696,Outlet_13
T07796,C0257,27-03-2025,2696,Outlet_13
T07797,C0257,27-03-2025,2696,Outlet_13
T07798,C0257,27-03-2025,2696,Outlet_13
T07799,C0257,03-04-2025,2735.75,Outlet_05
T07800,C0257,03-04-2025,2735.75,Outlet_05
T07801,C0257,03-04-2025,2735.75,Outlet_05
T07802,C0257,03-04-2025,2735.75,Outlet_05
T07803,C0257,13-05-2025,1292.16,Outlet_05
T07804,C0257,25-05-2025,2482.5,Outlet_05
T07805,C0257,29-05-2025,1513.44,Outlet_11
T07806,C0257,08-06-2025,895.74,Outlet_12
T07807,C0257,08-06-2025,895.74,Outlet_12
T07808,C0257,08-06-2025,895.74,Outlet_12
T07809,C0257,13-06-2025,2347.68,Outlet_05
T07810,C0257,22-06-2025,982.85,Outlet_05
T07811,C0257,22-06-2025,982.85,Outlet_05
T07812,C0257,27-06-2025,2039.7,Outlet_07
T07813,C0257,27-06-2025,2039.7,Outlet_07
T07814,C0257,28-06-2025,1307.57,Outlet_05
T07815,C0257,15-07-2025,1874.34,Outlet_05
T07816,C0257,18-07-2025,2277.16,Outlet_05
T07817,C0257,18-07-2025,2277.16,Outlet_05
T07818,C0257,30-07-2025,1418.73,Outlet_03
T07819,C0257,08-08-2025,1477.49,Outlet_05
T07820,C0257,08-08-2025,1477.49,Outlet_05
T07821,C0257,14-08-2025,1345.61,Outlet_05
T07822,C0257,14-09-2025,1198.43,Outlet_05
T07823,C0257,14-09-2025,1198.43,Outlet_05
T07824,C0257,17-09-2025,2048.73,Outlet_05
T07825,C0257,17-09-2025,1771.73,Outlet_05
T07826,C0257,21-09-2025,1250.1,Outlet_05
T07827,C0257,05-10-2025,2340.86,Outlet_11
T07828,C0257,14-10-2025,2581.01,Outlet_05
T07829,C0257,14-10-2025,2581.01,Outlet_05
T07830,C0257,29-10-2025,1215.45,Outlet_05
T07831,C0257,29-10-2025,1215.45,Outlet_05
T07832,C0257,29-10-2025,1215.45,Outlet_05
T07833,C0257,09-11-2025,1386.72,Outlet_05
T07834,C0257,16-11-2025,1430.76,Outlet_05
T07835,C0257,03-12-2025,1700.33,Outlet_03
T07836,C0257,16-12-2025,466.74,Outlet_09
T07837,C0257,16-12-2025,466.74,Outlet_09
T07838,C0257,21-12-2025,1605.79,Outlet_05
T07839,C0257,21-12-2025,1605.79,Outlet_05
T07840,C0257,25-12-2025,1053.35,Outlet_05
T07841,C0257,16-01-2026,3053.78,Outlet_05
T07842,C0257,18-01-2026,901.23,Outlet_05
T07843,C0257,18-01-2026,901.23,Outlet_05
T07844,C0257,18-01-2026,901.23,Outlet_05
T07845,C0257,10-02-2026,1693.78,Outlet_05
T07846,C0257,12-02-2026,1950.32,Outlet_05
T07847,C0257,12-02-2026,1950.32,Outlet_05
T07848,C0257,12-02-2026,1950.32,Outlet_05
T07849,C0257,23-02-2026,688.81,Outlet_04
T07850,C0257,28-02-2026,1141.07,Outlet_02
T07851,C0257,10-03-2026,3006,Outlet_05
T07852,C0257,10-03-2026,3006,Outlet_05
T07853,C0257,18-03-2026,2306.19,Outlet_05
T07854,C0257,18-03-2026,2306.19,Outlet_05
T07855,C0257,21-03-2026,902.33,Outlet_05
T07856,C0257,21-03-2026,902.33,Outlet_05
T07857,C0257,13-04-2026,1367.42,Outlet_05
T07858,C0257,13-04-2026,1367.42,Outlet_05
T07859,C0257,16-04-2026,1306.46,Outlet_05
T07860,C0257,25-04-2026,1787.47,Outlet_01
T07861,C0257,10-05-2026,2003.71,Outlet_05
T07862,C0257,11-05-2026,2459.18,Outlet_05
T07863,C0257,04-06-2026,900.6,Outlet_05
T07864,C0257,05-06-2026,1707.37,Outlet_05
T07865,C0257,24-07-2026,929.1,Outlet_09
T07866,C0257,24-07-2026,929.1,Outlet_09
T07867,C0257,24-07-2026,929.1,Outlet_09
T07868,C0257,14-08-2026,1311.67,Outlet_08
T07869,C0258,15-11-2025,451.08,Outlet_07
T07870,C0258,15-11-2025,451.08,Outlet_07
T07871,C0258,15-11-2025,451.08,Outlet_07
T07872,C0258,15-11-2025,451.08,Outlet_07
T07873,C0258,30-12-2025,652.24,Outlet_07
T07874,C0258,03-01-2026,1064.77,Outlet_07
T07875,C0258,17-03-2026,712.07,Outlet_07
T07876,C0258,22-03-2026,852.75,Outlet_07
T07877,C0258,05-04-2026,1182.45,Outlet_07
T07878,C0258,22-04-2026,1211.62,Outlet_07
T07879,C0258,22-04-2026,1211.62,Outlet_07
T07880,C0258,01-05-2026,1296.8,Outlet_07
T07881,C0258,01-05-2026,1296.8,Outlet_07
T07882,C0258,21-05-2026,1015.62,Outlet_01
T07883,C0258,14-07-2026,840.15,Outlet_08
T07884,C0258,22-07-2026,1332.61,Outlet_03
T07885,C0258,22-07-2026,1332.61,Outlet_03
T07886,C0258,22-07-2026,1332.61,Outlet_03
T07887,C0258,04-08-2026,376.32,Outlet_03
T07888,C0259,05-06-2026,1868.34,Outlet_14
T07889,C0259,16-06-2026,1660.93,Outlet_14
T07890,C0259,12-07-2026,1286.92,Outlet_14
T07891,C0259,12-07-2026,1286.92,Outlet_14
T07892,C0259,12-07-2026,1286.92,Outlet_14
T07893,C0259,19-07-2026,1194.45,Outlet_14
T07894,C0259,19-07-2026,1194.45,Outlet_14
T07895,C0260,30-08-2024,659.33,Outlet_04
T07896,C0260,17-09-2024,712.4,Outlet_04
T07897,C0260,05-03-2025,642.8,Outlet_04
T07898,C0260,05-03-2025,642.8,Outlet_04
T07899,C0260,09-07-2025,806.68,Outlet_04
T07900,C0260,02-08-2025,588,Outlet_04
T07901,C0260,02-08-2025,588,Outlet_04
T07902,C0260,11-08-2025,413.47,Outlet_15
T07903,C0260,12-08-2025,990.59,Outlet_13
T07904,C0260,12-08-2025,990.59,Outlet_13
T07905,C0260,12-08-2025,990.59,Outlet_13
T07906,C0260,12-08-2025,990.59,Outlet_13
T07907,C0260,15-09-2025,1191.78,Outlet_04
T07908,C0260,14-11-2025,606.17,Outlet_13
T07909,C0260,14-11-2025,606.17,Outlet_13
T07910,C0260,03-12-2025,1192.42,Outlet_12
T07911,C0260,13-12-2025,1216.12,Outlet_04
T07912,C0260,13-12-2025,1216.12,Outlet_04
T07913,C0260,11-01-2026,892.86,Outlet_09
T07914,C0260,15-01-2026,615.51,Outlet_04
