customer_id,gender,age,city,registration_date
C0643,Male,27,Asansol,2024-12-29
C0644,Female,43,Patna,2025-07-08
C0645,Male,45,New Town,2026-01-29
C0646,Female,42,Asansol,2024-04-08
C0647,Male,34,Ranchi,2026-05-30
C0648,Male,27,Howrah,2026-02-08
C0649,Male,21,Siliguri,2024-07-11
C0650,Female,43,Bhubaneswar,2025-05-07
C0651,Female,34,Patna,2025-10-23
C0652,Male,36,Howrah,2024-07-13
C0653,Female,43,Bhubaneswar,2025-12-06
C0654,Male,39,Howrah,2023-10-22
C0655,Female,41,New Town,2023-09-24
C0656,Female,32,Bhubaneswar,2024-06-01
C0657,Female,35,Salt Lake,2024-02-01
C0658,Male,36,Bhubaneswar,2026-04-07
C0659,Female,41,Ranchi,2025-07-15
C0660,Male,40,New Town,2024-11-30
C0661,Female,18,Howrah,2023-09-15
C0662,Female,46,New Town,2025-01-18
C0663,Female,28,Siliguri,2026-01-22
C0664,Female,50,Kolkata,2026-02-20
C0665,Male,54,Bhubaneswar,2024-12-14
C0666,Male,52,Kolkata,2024-11-04
C0667,Other,33,Howrah,2026-06-29
C0668,Male,52,Patna,2026-04-15
C0669,Female,28,Patna,2024-02-13
C0670,Female,44,Howrah,2024-10-26
C0671,Female,49,New Town,2025-07-11
C0672,Male,39,Asansol,2025-06-12
C0673,Male,26,Ranchi,2024-01-04
C0674,Male,18,Durgapur,2025-01-16
C0675,Female,45,Salt Lake,2023-12-15
C0676,Female,46,Durgapur,2023-12-27
C0677,Female,23,New Town,2024-10-15
C0678,Male,39,Ranchi,2024-03-23
C0679,Male,33,Patna,2025-07-31
C0680,Male,35,Kolkata,2023-12-01
C0681,Male,43,Kolkata,2024-03-22
C0682,Female,60,Bhubaneswar,2024-12-01
C0683,Female,22,Salt Lake,2023-12-22
C0684,Female,18,Patna,2024-06-20
C0685,Female,35,Durgapur,2025-12-04
C0686,Male,24,Ranchi,2024-09-01
C0687,Female,34,Patna,2023-09-11
C0688,Male,22,Howrah,2024-12-10
C0689,Female,42,Ranchi,2025-09-14
C0690,Female,43,Siliguri,2025-01-15
C0691,Female,35,Ranchi,2026-01-31
C0692,Female,30,Durgapur,2025-11-13
C0693,Male,43,Siliguri,2026-05-18
C0694,Female,37,Ranchi,2025-11-21
C0695,Male,36,Patna,2026-04-18
C0696,Male,59,Salt Lake,2026-01-11
C0697,Male,53,Asansol,2024-02-29
C0698,Male,28,Howrah,2024-03-28
C0699,Female,40,Durgapur,2023-09-11
C0700,Female,21,Kolkata,2023-10-06
C0701,Female,45,Siliguri,2025-01-10
C0702,Male,18,Asansol,2024-03-28
C0703,Male,37,New Town,2024-02-12
C0704,Female,26,New Town,2024-09-30
C0705,Male,52,Siliguri,2026-04-23
C0706,Female,44,New Town,2024-03-04
C0707,Male,69,Patna,2026-02-09
C0708,Male,37,Ranchi,2025-02-19
C0709,Male,50,Patna,2026-05-27
C0710,Female,35,Kolkata,2025-06-29
C0711,Male,38,Howrah,2026-07-30
C0712,Male,51,New Town,2025-05-07
C0713,Female,24,New Town,2024-04-04
C0714,Female,47,New Town,2025-01-25
C0715,Female,36,Ranchi,2024-04-13
C0716,Female,41,Howrah,2023-11-30
C0717,Female,18,Bhubaneswar,2025-02-24
C0718,Male,47,Durgapur,2024-12-21
C0719,Female,50,Bhubaneswar,2025-04-28
C0720,Male,25,Ranchi,2025-06-27
C0721,Male,36,Siliguri,2023-12-22
C0722,Male,55,Durgapur,2026-06-13
C0723,Male,35,Bhubaneswar,2024-04-23
C0724,Male,49,Howrah,2024-05-22
C0725,Female,60,New Town,2026-06-16
C0726,Male,31,Siliguri,2024-02-07
C0727,Other,28,Siliguri,2026-02-22
C0728,Female,39,Howrah,2025-01-23
C0729,Female,28,Ranchi,2024-08-02
C0730,Female,52,Asansol,2024-05-22
C0731,Male,39,Ranchi,2024-10-21
C0732,Female,26,Howrah,2023-09-17
C0733,Male,37,Ranchi,2025-01-04
C0734,Male,34,Ranchi,2026-05-28
C0735,Male,31,Kolkata,2024-10-15
C0736,Female,39,Salt Lake,2024-06-17
C0737,Male,48,Howrah,2026-01-15
C0738,Male,36,Bhubaneswar,2025-06-12
C0739,Female,36,New Town,2026-02-02
C0740,Female,34,Patna,2026-06-28
C0741,Male,48,Asansol,2026-05-06
C0742,Female,32,Salt Lake,2026-06-18
C0743,Female,27,New Town,2024-10-05
C0744,Male,38,Kolkata,2026-04-02
C0745,Male,49,Kolkata,2024-10-04
C0746,Female,43,Bhubaneswar,2024-03-18
C0747,Male,31,Asansol,2026-04-04
C0748,Male,21,New Town,2024-05-30
C0749,Female,36,New Town,2025-06-12
C0750,Female,39,Ranchi,2026-01-04
C0751,Female,38,Kolkata,2026-06-22
C0752,Female,35,Kolkata,2024-10-15
C0753,Female,49,New Town,2025-08-03
C0754,Female,23,Bhubaneswar,2024-07-11
C0755,Female,38,Howrah,2025-07-14
C0756,Female,18,Siliguri,2024-12-08
C0757,Female,36,Siliguri,2025-02-19
C0758,Male,49,Kolkata,2025-02-28
C0759,Male,26,Kolkata,2024-02-26
C0760,Male,41,Ranchi,2026-07-01
C0761,Other,39,Howrah,2024-11-14
C0762,Female,58,Ranchi,2026-01-24
C0763,Female,46,Bhubaneswar,2023-11-05
C0764,Female,26,Kolkata,2025-01-15
C0765,Male,38,Bhubaneswar,2026-02-13
C0766,Male,32,Siliguri,2024-05-31
C0767,Female,39,Asansol,2025-01-14
C0768,Female,43,Siliguri,2025-02-07
C0769,Male,41,Patna,2024-07-03
C0770,Other,29,Siliguri,2024-11-09
C0771,Male,44,Patna,2023-12-26
C0772,Male,18,Siliguri,2025-08-08
C0773,Male,36,Durgapur,2024-12-11
C0774,Female,41,Salt Lake,2023-12-19
C0775,Male,53,Bhubaneswar,2024-11-25
C0776,Female,29,Kolkata,2026-02-27
C0777,Other,41,Ranchi,2024-12-30
C0778,Male,49,New Town,2025-05-26
C0779,Male,34,Asansol,2025-08-30
C0780,Male,47,Howrah,2023-10-31
C0781,Female,23,Patna,2026-04-16
C0782,Female,23,Bhubaneswar,2023-09-28
C0783,Male,30,Siliguri,2026-01-02
C0784,Male,34,Bhubaneswar,2025-12-22
C0785,Female,51,Patna,2025-12-09
C0786,Male,56,Salt Lake,2023-09-24
C0787,Male,52,Asansol,2023-09-08
C0788,Male,57,Kolkata,2025-04-02
C0789,Female,52,Durgapur,2025-06-21
C0790,Female,21,Kolkata,2026-07-08
C0791,Male,51,Siliguri,2025-04-29
C0792,Female,25,Salt Lake,2025-09-14
C0793,Male,32,Asansol,2026-01-22
C0794,Other,37,New Town,2023-09-21
C0795,Female,41,Asansol,2024-02-22
C0796,Female,22,Siliguri,2024-06-21
C0797,Female,28,Kolkata,2026-06-15
C0798,Female,21,Durgapur,2025-05-14
C0799,Female,40,Asansol,2026-07-20
C0800,Female,36,Bhubaneswar,2025-09-07
C0801,Female,29,Howrah,2025-01-24
C0802,Female,21,New Town,2025-04-10
C0803,Other,35,Patna,2025-08-06
C0804,Male,30,Patna,2024-12-21
C0805,Male,24,Siliguri,2023-10-17
C0806,Female,40,Asansol,2024-12-18
C0807,Male,18,Howrah,2024-04-22
C0808,Male,28,Kolkata,2026-02-09
C0809,Female,36,Durgapur,2024-03-12
C0810,Male,27,Kolkata,2024-10-13
C0811,Male,29,Patna,2026-03-10
C0812,Female,39,Bhubaneswar,2024-11-19
C0813,Male,41,Howrah,2026-03-27
C0814,Male,29,Patna,2025-05-07
C0815,Male,33,Durgapur,2025-05-09
C0816,Male,30,Kolkata,2026-03-09
C0817,Female,45,Howrah,2024-10-03
C0818,Male,21,New Town,2023-11-19
C0819,Male,33,Bhubaneswar,2023-10-22
C0820,Male,58,Bhubaneswar,2025-08-10
C0821,Female,32,Howrah,2023-09-16
C0822,Male,40,Salt Lake,2026-05-13
C0823,Female,35,Durgapur,2024-07-15
C0824,Male,32,Patna,2026-06-13
C0825,Female,48,Siliguri,2026-05-02
C0826,Male,25,Bhubaneswar,2024-08-25
C0827,Male,18,New Town,2024-02-20
C0828,Female,42,Durgapur,2025-05-09
C0829,Male,44,New Town,2024-03-25
C0830,Female,40,New Town,2025-07-23
C0831,Female,26,Howrah,2026-06-09
C0832,Female,42,Kolkata,2025-03-20
C0833,Female,47,Siliguri,2025-01-06
C0834,Female,30,Bhubaneswar,2025-06-26
C0835,Male,21,New Town,2024-02-07
C0836,Male,30,Durgapur,2025-06-19
C0837,Male,40,Siliguri,2025-07-12
C0838,Male,56,Ranchi,2023-11-01
C0839,Male,42,Patna,2024-03-28
C0840,Male,45,Durgapur,2025-01-26
C0841,Male,29,Siliguri,2024-03-01
C0842,Female,37,Asansol,2026-05-11
C0843,Female,31,Siliguri,2026-07-28
C0844,Female,48,Asansol,2024-12-25
C0845,Female,32,Bhubaneswar,2026-05-13
C0846,Male,29,Durgapur,2025-11-04
C0847,Female,18,Salt Lake,2026-05-17
C0848,Male,43,Patna,2025-10-04
C0849,Male,29,Patna,2023-10-05
C0850,Male,33,Patna,2025-07-22
C0851,Male,61,Asansol,2025-02-03
C0852,Female,47,Siliguri,2024-07-25
C0853,Male,48,Kolkata,2026-06-19
C0854,Female,39,Bhubaneswar,2024-09-03
C0855,Male,22,Ranchi,2024-05-30
C0856,Female,43,Howrah,2026-05-21
C0857,Female,18,Patna,2024-05-03
C0858,Female,44,Howrah,2024-12-09
C0859,Male,33,Howrah,2024-11-28
C0860,Female,46,New Town,2025-07-08
C0861,Female,31,Durgapur,2026-02-05
C0862,Male,29,Durgapur,2026-07-30
C0863,Male,41,Kolkata,2026-07-01
C0864,Male,28,Ranchi,2024-09-11
C0865,Male,55,Howrah,2026-03-25
C0866,Male,38,Salt Lake,2024-11-20
C0867,Female,46,Siliguri,2023-10-19
C0868,Female,31,Bhubaneswar,2025-11-27
C0869,Female,35,Durgapur,2026-03-29
C0870,Male,31,Siliguri,2023-09-14
C0871,Female,37,New Town,2024-08-07
C0872,Female,20,Durgapur,2024-10-20
C0873,Female,41,Kolkata,2024-10-02
C0874,Male,48,Howrah,2025-12-12
C0875,Male,37,Howrah,2025-05-08
C0876,Male,18,Ranchi,2024-04-22
C0877,Male,45,New Town,2025-06-02
C0878,Male,43,Salt Lake,2026-02-14
C0879,Female,25,New Town,2024-01-21
C0880,Male,18,Kolkata,2024-06-08
C0881,Female,21,Patna,2024-07-17
C0882,Male,25,Salt Lake,2023-09-21
C0883,Male,21,Durgapur,2025-02-22
C0884,Female,25,Patna,2026-01-12
C0885,Male,42,Ranchi,2023-10-28
C0886,Female,55,Salt Lake,2025-12-27
C0887,Male,19,Durgapur,2024-07-29
C0888,Male,44,Patna,2026-07-26
C0889,Male,26,Durgapur,2026-02-28
C0890,Male,57,Ranchi,2023-11-01
C0891,Female,34,Howrah,2025-12-26
C0892,Male,43,Asansol,2026-06-29
C0893,Female,33,Bhubaneswar,2025-09-04
C0894,Male,20,Siliguri,2025-09-19
C0895,Male,58,Kolkata,2024-03-31
C0896,Female,39,New Town,2025-02-20
C0897,Female,38,Howrah,2023-09-23
C0898,Male,31,Kolkata,2024-02-12
C0899,Male,25,Kolkata,2024-04-15
C0900,Female,51,Asansol,2025-06-11
C0901,Male,20,Bhubaneswar,2026-02-21
C0902,Male,30,Howrah,2025-03-12
C0903,Female,28,Bhubaneswar,2026-07-06
C0904,Female,53,Ranchi,2023-11-22
C0905,Female,33,Patna,2024-11-05
C0906,Female,47,Salt Lake,2024-06-29
C0907,Female,36,Howrah,2025-12-07
C0908,Male,27,New Town,2025-01-13
C0909,Male,40,Salt Lake,2026-06-22
C0910,Female,40,Bhubaneswar,2025-04-29
C0911,Female,31,Ranchi,2026-04-17
C0912,Male,55,New Town,2024-09-19
C0913,Female,30,Durgapur,2024-12-05
C0914,Female,55,Bhubaneswar,2024-09-03
C0915,Female,18,Siliguri,2024-10-11
C0916,Male,30,Durgapur,2025-10-25
C0917,Female,22,Durgapur,2026-02-15
C0918,Female,34,Patna,2025-03-30
C0919,Male,36,Patna,2025-04-06
C0920,Male,45,Bhubaneswar,2025-09-27
C0921,Female,41,Kolkata,2024-08-03
C0922,Male,48,New Town,2024-10-01
C0923,Female,47,Durgapur,2023-09-03
C0924,Female,39,Durgapur,2026-07-27
C0925,Male,37,Salt Lake,2024-06-26
C0926,Male,29,Howrah,2026-03-06
C0927,Female,52,Durgapur,2025-01-06
C0928,Male,45,Bhubaneswar,2026-02-19
C0929,Female,41,Siliguri,2025-04-12
C0930,Male,35,Howrah,2026-06-12
C0931,Male,40,Bhubaneswar,2025-08-02
C0932,Male,33,Salt Lake,2024-03-15
C0933,Female,68,Asansol,2025-03-16
C0934,Female,43,Siliguri,2026-04-04
C0935,Female,32,Durgapur,2024-02-20
C0936,Female,44,Ranchi,2025-09-08
C0937,Male,44,Howrah,2024-09-08
C0938,Female,32,Asansol,2024-05-26
C0939,Female,32,Howrah,2023-09-08
C0940,Female,27,Durgapur,2024-10-27
C0941,Female,25,Asansol,2023-10-12
C0942,Male,27,Howrah,2025-02-12
C0943,Male,33,Howrah,2026-07-04
C0944,Male,32,Siliguri,2026-05-07
C0945,Male,29,Ranchi,2023-10-08
C0946,Female,38,New Town,2025-08-03
C0947,Female,39,Salt Lake,2024-01-17
C0948,Male,49,New Town,2026-04-03
C0949,Female,36,Patna,2025-04-17
C0950,Male,48,Asansol,2024-12-10
C0951,Male,28,Durgapur,2026-01-28
C0952,Female,22,Siliguri,2025-04-05
C0953,Female,30,Ranchi,2026-05-09
C0954,Male,46,Durgapur,2026-05-16
C0955,Female,25,Ranchi,2024-05-09
C0956,Male,28,Patna,2024-11-25
C0957,Male,47,Ranchi,2024-05-19
C0958,Female,48,Durgapur,2025-08-12
C0959,Female,33,Bhubaneswar,2026-05-18
C0960,Female,52,Ranchi,2024-06-16
C0961,Male,33,Ranchi,2026-04-25
C0962,Male,46,New Town,2024-05-29
C0963,Female,51,Asansol,2026-03-25
C0964,Female,51,Asansol,2025-10-04
C0965,Female,30,Ranchi,2025-04-10
C0966,Female,35,Kolkata,2026-05-10
C0967,Male,30,Salt Lake,2025-12-19
C0968,Male,43,Patna,2024-05-21
C0969,Female,46,Ranchi,2024-11-06
C0970,Male,46,Bhubaneswar,2025-06-24
C0971,Male,33,Bhubaneswar,2025-11-30
C0972,Female,18,Durgapur,2025-11-15
C0973,Male,26,Salt Lake,2025-06-01
C0974,Female,36,Howrah,2026-03-11
C0975,Male,48,Howrah,2025-04-15
C0976,Female,35,Bhubaneswar,2026-06-06
C0977,Female,31,Bhubaneswar,2024-07-02
C0978,Male,36,Kolkata,2025-03-22
C0979,Female,29,New Town,2025-08-01
C0980,Female,18,Siliguri,2026-07-16
C0981,Male,28,Howrah,2025-01-21
C0982,Female,18,New Town,2024-11-12
C0983,Female,30,Durgapur,2026-06-19
C0984,Male,53,Asansol,2026-07-28
C0985,Female,18,Patna,2026-07-02
C0986,Female,18,Ranchi,2023-09-21
C0987,Female,45,Siliguri,2025-08-11
C0988,Female,38,Kolkata,2026-04-18
C0989,Other,49,Durgapur,2026-07-25
C0990,Male,21,Bhubaneswar,2024-02-25
C0991,Other,38,New Town,2025-09-28
C0992,Female,42,Howrah,2024-08-01
C0993,Male,31,Ranchi,2026-07-17
C0994,Male,49,New Town,2025-02-26
C0995,Female,32,Howrah,2025-10-01
C0996,Male,57,Patna,2025-02-27
C0997,Female,39,Patna,2025-08-23
C0998,Male,30,Asansol,2024-07-10
C0999,Female,59,Ranchi,2025-02-03
C1000,Male,37,Howrah,2026-06-10
