campaign_id,customer_id,campaign_date,campaign_type,reward_type,reward_value,campaign_cost,sent,delivered,clicked,redeemed,redemption_date
CAMP00788,C0749,01-12-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00789,C0904,21-06-2024,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP00790,C0672,11-07-2025,New Product,Free Item,1,23,1,0,0,0,
CAMP00791,C0624,01-08-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP00792,C0478,03-09-2024,Loyalty,Points,250,22,1,1,1,0,
CAMP00793,C0029,17-04-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP00794,C0181,16-09-2024,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP00795,C0309,17-11-2025,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP00796,C0985,31-07-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP00797,C0462,15-04-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP00798,C0261,27-02-2026,Discount,Percentage Discount,20,25,1,0,0,0,
CAMP00799,C0382,16-03-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP00800,C0661,27-11-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00801,C0750,23-01-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00802,C0459,11-09-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00803,C0613,04-08-2026,Birthday,Percentage Discount,10,18.5,1,1,1,1,13-08-2026
CAMP00804,C0402,09-06-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00805,C0179,10-11-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP00806,C1000,04-08-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP00807,C0958,16-04-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00808,C0127,19-07-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00809,C0161,26-11-2025,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP00810,C0293,22-02-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP00811,C0177,16-08-2026,Discount,Percentage Discount,15,23.25,1,1,1,1,26-08-2026
CAMP00812,C0086,09-08-2025,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP00813,C0048,24-04-2025,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP00814,C0662,15-05-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00815,C0549,27-05-2024,Loyalty,Points,100,16,1,1,1,0,
CAMP00816,C0655,22-04-2024,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP00817,C0648,22-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00818,C0106,07-12-2025,Festival,Percentage Discount,10,25.5,1,0,0,0,
CAMP00819,C0535,17-11-2024,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP00820,C0916,24-08-2026,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP00821,C0857,21-09-2025,Loyalty,Points,150,18,1,1,1,0,
CAMP00822,C0728,08-12-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP00823,C0980,24-07-2026,Birthday,Percentage Discount,15,20.25,1,0,0,0,
CAMP00824,C0193,12-06-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP00825,C0564,19-01-2026,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP00826,C0655,31-03-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP00827,C0782,20-07-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP00828,C0311,09-08-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP00829,C0787,02-03-2024,New Product,Free Item,1,23,1,1,1,0,
CAMP00830,C0224,24-11-2025,Loyalty,Points,150,18,1,1,0,0,
CAMP00831,C0240,28-07-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00832,C0340,18-08-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00833,C0710,22-11-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00834,C0614,09-06-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00835,C0900,21-08-2025,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP00836,C0733,24-08-2025,Win-back,Percentage Discount,20,31,1,1,1,1,03-09-2025
CAMP00837,C0689,03-08-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00838,C0201,11-07-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP00839,C0210,15-06-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP00840,C0389,20-04-2025,Loyalty,Points,100,16,1,1,0,0,
CAMP00841,C0046,23-04-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP00842,C0023,26-02-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP00843,C0943,14-07-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP00844,C0199,11-02-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP00845,C0517,11-06-2026,Loyalty,Points,50,14,1,1,1,0,
CAMP00846,C0408,11-06-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP00847,C0258,01-02-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP00848,C0710,31-05-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00849,C0569,14-04-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP00850,C0958,03-04-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP00851,C0289,05-12-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00852,C0370,02-07-2026,Festival,Percentage Discount,15,27.25,1,0,0,0,
CAMP00853,C0185,22-03-2026,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP00854,C0161,15-06-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP00855,C0071,18-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00856,C0511,29-09-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00857,C0844,15-04-2026,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP00858,C0508,12-11-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP00859,C0378,31-07-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP00860,C0382,27-06-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP00861,C0897,24-05-2024,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00862,C0609,21-03-2024,Discount,Percentage Discount,5,19.75,1,1,1,0,
CAMP00863,C0809,18-08-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP00864,C0760,15-08-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP00865,C0766,17-05-2026,Loyalty,Points,100,16,1,1,1,0,
CAMP00866,C0909,23-06-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP00867,C0993,01-08-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP00868,C0253,29-11-2025,Discount,Percentage Discount,10,21.5,1,1,1,1,08-12-2025
CAMP00869,C0506,27-11-2025,Birthday,Percentage Discount,10,18.5,1,1,1,1,07-12-2025
CAMP00870,C0568,31-08-2025,Loyalty,Points,150,18,1,1,1,0,
CAMP00871,C0617,18-05-2024,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP00872,C0097,31-03-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00873,C0144,10-04-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP00874,C0100,11-01-2024,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP00875,C0877,28-05-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP00876,C0759,10-01-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP00877,C0736,07-07-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00878,C0444,02-08-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP00879,C0215,30-05-2026,Loyalty,Points,50,14,1,1,1,1,09-06-2026
CAMP00880,C0860,10-06-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP00881,C0233,16-03-2024,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP00882,C0597,28-08-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00883,C0121,14-03-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP00884,C0820,04-11-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP00885,C0651,05-04-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP00886,C0790,18-07-2026,Win-back,Percentage Discount,25,32.75,1,0,0,0,
CAMP00887,C0458,03-06-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP00888,C0567,23-07-2024,Festival,Percentage Discount,20,29,1,1,1,1,25-07-2024
CAMP00889,C0703,14-05-2025,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP00890,C0602,20-10-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00891,C0919,07-05-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP00892,C0843,23-08-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP00893,C0638,11-03-2026,Loyalty,Points,100,16,1,1,1,0,
CAMP00894,C0729,04-10-2025,Birthday,Percentage Discount,20,22,1,0,0,0,
CAMP00895,C0276,31-07-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP00896,C0303,12-08-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00897,C0506,16-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00898,C0443,12-02-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP00899,C0828,15-07-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP00900,C0108,05-07-2024,Loyalty,Points,50,14,1,1,0,0,
CAMP00901,C0202,25-05-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00902,C0918,12-11-2025,Win-back,Percentage Discount,10,27.5,1,0,0,0,
CAMP00903,C0341,16-06-2026,Win-back,Percentage Discount,20,31,1,1,1,1,22-06-2026
CAMP00904,C0295,26-02-2025,Loyalty,Points,50,14,1,1,1,0,
CAMP00905,C0025,18-04-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP00906,C0760,31-07-2026,Win-back,Percentage Discount,20,31,1,1,1,0,
CAMP00907,C0387,20-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00908,C0204,27-07-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP00909,C0405,24-12-2024,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00910,C0467,15-08-2025,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP00911,C0733,22-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00912,C0613,02-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00913,C0765,08-06-2026,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP00914,C0987,26-03-2026,Win-back,Percentage Discount,10,27.5,1,0,0,0,
CAMP00915,C0995,14-05-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP00916,C0652,19-01-2026,Discount,Percentage Discount,5,19.75,1,0,0,0,
CAMP00917,C0070,20-08-2025,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP00918,C0329,26-04-2024,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP00919,C0115,30-05-2025,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP00920,C0835,15-09-2025,Loyalty,Points,100,16,1,1,0,0,
CAMP00921,C0283,20-01-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP00922,C0617,25-08-2025,Win-back,Percentage Discount,15,29.25,1,0,0,0,
CAMP00923,C0534,16-05-2025,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP00924,C0446,27-04-2026,Win-back,Percentage Discount,20,31,1,0,0,0,
CAMP00925,C0559,25-04-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP00926,C0778,16-01-2026,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP00927,C0350,19-05-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP00928,C0032,20-12-2023,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP00929,C0638,04-09-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP00930,C0451,24-08-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP00931,C0868,04-02-2026,Loyalty,Points,100,16,1,1,1,1,14-02-2026
CAMP00932,C0371,02-05-2026,Win-back,Percentage Discount,10,27.5,1,1,1,1,08-05-2026
CAMP00933,C0796,27-06-2026,Discount,Percentage Discount,20,25,1,1,1,1,11-07-2026
CAMP00934,C0250,15-02-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP00935,C0577,11-05-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP00936,C0224,14-04-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP00937,C0225,05-08-2026,Win-back,Percentage Discount,10,27.5,1,0,0,0,
CAMP00938,C0405,16-11-2024,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00939,C0679,29-12-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP00940,C0201,27-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00941,C0942,27-03-2026,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP00942,C0440,02-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00943,C0251,14-05-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP00944,C0909,02-08-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP00945,C0383,24-05-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP00946,C0993,29-08-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP00947,C0402,21-05-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP00948,C0327,25-06-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP00949,C0633,20-10-2025,Loyalty,Points,50,14,1,1,0,0,
CAMP00950,C0749,13-12-2025,Loyalty,Points,150,18,1,1,0,0,
CAMP00951,C0594,15-03-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP00952,C0648,28-04-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP00953,C0725,03-08-2026,Discount,Percentage Discount,5,19.75,1,1,1,0,
CAMP00954,C0699,09-11-2024,New Product,Free Item,1,23,1,1,1,0,
CAMP00955,C0139,07-06-2025,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP00956,C0857,05-02-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00957,C0649,23-03-2026,Festival,Percentage Discount,30,32.5,1,0,0,0,
CAMP00958,C0443,06-08-2026,Loyalty,Points,250,22,1,1,1,0,
CAMP00959,C0145,08-07-2026,Birthday,Percentage Discount,10,18.5,1,1,1,0,
CAMP00960,C0892,24-07-2026,Birthday,Percentage Discount,10,18.5,1,1,1,1,29-07-2026
CAMP00961,C0854,01-02-2025,Birthday,Percentage Discount,15,20.25,1,0,0,0,
CAMP00962,C0104,06-07-2026,Discount,Percentage Discount,10,21.5,1,0,0,0,
CAMP00963,C0626,03-02-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00964,C0564,11-02-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP00965,C0555,07-02-2026,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP00966,C0675,05-10-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00967,C0858,06-08-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP00968,C0064,17-01-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP00969,C0691,31-05-2026,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP00970,C0836,23-11-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP00971,C0257,13-07-2024,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP00972,C0100,24-07-2024,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP00973,C0351,25-06-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP00974,C0943,03-08-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP00975,C0830,29-12-2025,Loyalty,Points,150,18,1,1,1,1,07-01-2026
CAMP00976,C0367,14-11-2025,Loyalty,Points,50,14,1,1,1,1,15-11-2025
CAMP00977,C0942,04-12-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP00978,C0614,27-10-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP00979,C0891,23-04-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP00980,C0315,19-08-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP00981,C0763,20-07-2024,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP00982,C0976,28-06-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP00983,C0135,16-09-2024,Loyalty,Points,250,22,1,1,0,0,
CAMP00984,C0973,30-09-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP00985,C0597,22-03-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP00986,C0464,08-04-2026,Win-back,Percentage Discount,20,31,1,1,1,1,21-04-2026
CAMP00987,C0505,07-07-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00988,C0043,31-05-2026,Festival,Percentage Discount,20,29,1,0,0,0,
CAMP00989,C0124,28-08-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP00990,C0063,21-02-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP00991,C0050,03-07-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP00992,C0902,05-12-2025,Loyalty,Points,100,16,1,1,0,0,
CAMP00993,C0201,19-07-2026,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP00994,C0686,12-12-2025,Festival,Percentage Discount,20,29,1,1,1,1,16-12-2025
CAMP00995,C0738,12-01-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00996,C0352,12-05-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP00997,C0551,13-05-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP00998,C0198,27-04-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP00999,C0483,03-07-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP01000,C0653,07-01-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP01001,C0991,26-04-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP01002,C0919,20-04-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP01003,C0026,04-11-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP01004,C0387,23-08-2026,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP01005,C0060,26-06-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP01006,C0511,05-05-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP01007,C0453,04-01-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP01008,C0354,07-06-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP01009,C0561,13-11-2023,Birthday,Percentage Discount,10,18.5,1,1,1,1,19-11-2023
CAMP01010,C0659,05-07-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP01011,C0862,12-08-2026,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP01012,C0386,18-04-2026,Win-back,Percentage Discount,25,32.75,1,0,0,0,
CAMP01013,C0057,17-03-2025,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP01014,C0344,23-07-2026,Birthday,Percentage Discount,10,18.5,1,1,1,0,
CAMP01015,C0003,23-07-2024,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP01016,C0791,02-04-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP01017,C0347,10-06-2026,Festival,Percentage Discount,15,27.25,1,1,1,0,
CAMP01018,C0805,18-08-2024,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP01019,C0936,01-03-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP01020,C0935,22-06-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP01021,C0354,01-06-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP01022,C0590,25-08-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP01023,C0751,14-07-2026,Loyalty,Points,50,14,1,1,1,0,
CAMP01024,C0286,06-12-2024,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP01025,C0130,20-07-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP01026,C0281,19-12-2024,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP01027,C0315,18-04-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP01028,C0231,29-12-2024,Win-back,Percentage Discount,10,27.5,1,1,1,1,11-01-2025
CAMP01029,C0478,03-03-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP01030,C0045,28-01-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP01031,C0818,27-04-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP01032,C0133,19-07-2025,Loyalty,Points,250,22,1,1,1,1,24-07-2025
CAMP01033,C0742,16-08-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP01034,C0328,04-05-2025,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP01035,C0930,13-08-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP01036,C0085,19-01-2026,Birthday,Percentage Discount,15,20.25,1,0,0,0,
CAMP01037,C0652,10-12-2024,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP01038,C0397,27-06-2025,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP01039,C0535,25-03-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01040,C0780,07-05-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP01041,C0125,17-01-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP01042,C0998,13-10-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP01043,C0936,16-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01044,C0225,16-07-2026,Birthday,Percentage Discount,15,20.25,1,1,1,1,21-07-2026
CAMP01045,C0945,24-07-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP01046,C0085,21-09-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP01047,C0153,06-08-2026,Win-back,Percentage Discount,20,31,1,1,1,1,15-08-2026
CAMP01048,C0583,14-01-2026,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP01049,C0500,19-10-2025,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP01050,C0215,24-01-2026,Festival,Percentage Discount,20,29,1,1,1,1,06-02-2026
CAMP01051,C0305,06-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01052,C0533,02-06-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP01053,C0176,05-05-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP01054,C0913,16-04-2025,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP01055,C0012,25-08-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP01056,C0947,03-06-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP01057,C0447,28-09-2025,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP01058,C0320,30-05-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP01059,C0003,11-03-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP01060,C0801,29-05-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP01061,C0427,12-06-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP01062,C0694,19-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01063,C0934,07-07-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP01064,C0416,20-07-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP01065,C0908,31-03-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP01066,C0299,31-01-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP01067,C0288,28-05-2024,Discount,Percentage Discount,20,25,1,1,1,1,10-06-2024
CAMP01068,C0621,06-12-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP01069,C0596,14-11-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP01070,C0184,23-01-2025,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP01071,C0280,10-02-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01072,C0741,01-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01073,C0234,17-06-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP01074,C0915,20-10-2025,Festival,Percentage Discount,25,30.75,1,1,1,0,
CAMP01075,C0865,02-07-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP01076,C0322,03-02-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01077,C0319,26-06-2025,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP01078,C0223,30-04-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP01079,C0678,16-12-2025,Win-back,Percentage Discount,25,32.75,1,0,0,0,
CAMP01080,C0435,07-07-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP01081,C0118,30-04-2026,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP01082,C0973,26-01-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP01083,C0138,18-01-2026,Loyalty,Points,100,16,1,0,0,0,
CAMP01084,C0437,25-06-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP01085,C0678,15-03-2026,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP01086,C0790,29-08-2026,Birthday,Percentage Discount,10,18.5,1,1,1,0,
CAMP01087,C0729,24-06-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP01088,C0837,14-07-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP01089,C0191,06-05-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP01090,C0450,16-08-2026,Birthday,Percentage Discount,10,18.5,1,1,1,0,
CAMP01091,C0056,12-01-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP01092,C0388,12-11-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP01093,C0313,19-08-2026,Festival,Percentage Discount,30,32.5,1,1,1,1,30-08-2026
CAMP01094,C0933,25-06-2025,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP01095,C0336,09-04-2025,Win-back,Percentage Discount,20,31,1,0,0,0,
CAMP01096,C0575,02-10-2025,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP01097,C0869,31-03-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP01098,C0416,19-07-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP01099,C0128,30-12-2025,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP01100,C0154,09-12-2023,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP01101,C0233,02-07-2026,Discount,Percentage Discount,15,23.25,1,0,0,0,
CAMP01102,C0568,17-03-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP01103,C0213,24-04-2024,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP01104,C0298,19-07-2026,Win-back,Percentage Discount,20,31,1,1,1,1,02-08-2026
